,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
332,IJFPVAYNHAMKAK-SFHVURJKNA-N,CHEMBL1669424,3269,A,7.86,chembl20,718096,9606,HRH1,2055,C1=CC=C2C([C@H](C3=CN=CC=N3)C)=C(CC2=C1)CCN(C)CC=4N=CC=CC4,C[C@H](C1=C(CCN(C)Cc2ccccn2)Cc2ccccc21)c1cnccn1
333,IJKYJDDNDXAREJ-UHFFFAOYNA-N,CHEMBL138458,3269,A,5.1,chembl20,84868,9606,HRH1,2055,C12(OC(OC)CC3=C1C=CC=C3)CCN(CC2)CCCC4=CC=CC=C4,COC1Cc2ccccc2C2(CCN(CCCc3ccccc3)CC2)O1
334,IJMPFBJUROFOGZ-NVXWUHKLNA-N,CHEMBL264418,3269,A,8.0,chembl20,477352,9606,HRH1,2055,O1[C@@H]([C@@H](C2=CC=CC=C2)OC=3C(=C(C=CC3)F)F)CNCC1,Fc1cccc(O[C@H](c2ccccc2)[C@H]2CNCCO2)c1F
335,IJQSFAYWVZPICY-UHFFFAOYNA-N,44126325,3269,A,7.180460000000001,pubchem,452262,9606,HRH1,2055,O(C1=CC=C(CCN2C3=C(CN(CC3)C)C4=C2C=CC(=C4)C)C=C1)C,COc1ccc(CCn2c3c(c4cc(C)ccc42)CN(C)CC3)cc1
336,IGLADUDHPDHSRD-LELJVTLKNA-N,CHEMBL2171038,3269,A,7.3,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=C(C3)Cl)Cl)CC2)CC1)=O)C4=C(C=CC=C4)C,Cc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
337,IGUBZXXWVQQSPY-GOSISDBHNA-N,CHEMBL1935441,3269,A,9.0,chembl20,796225,9606,HRH1,2055,C1=CC=C2N(CC3=CC=C(C=C3)C)C([C@H]4CNCCO4)=NC2=C1,Cc1ccc(Cn2c([C@H]3CNCCO3)nc3ccccc32)cc1
338,IGXXJZSHANKJAD-LELJVTLKNA-N,CHEMBL2171048,3269,A,7.6,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=CC3C)Cl)CC2)CC1)=O)C4=CC=C(C=C4)C,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1
339,IGYNNXYCDMNULT-QZIFXXCINA-N,CHEMBL2207658,3269,A,7.8,chembl20,884700,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(C=3C(=NNC3)C(F)(F)F)=O)O)Cl)Cl,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]nc1C(F)(F)F
340,IGYNNXYCDMNULT-SUHZIPMCNA-N,59296111,3269,A,7.79997,pubchem,716957,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C(NN=C3)C(F)(F)F)C=CC1Cl,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cn[nH]c1C(F)(F)F
341,IIRIKFXWBJTDCC-LBOYIXSDNA-N,CHEMBL1222692,3269,A,7.2,chembl20,651968,9606,HRH1,2055,C=1C=C2C=C(N3CCN(CC3)C4CCC(CC4)C(=O)O)C=5N(CC2=CC1)C=CN5,O=C(O)C1CCC(N2CCN(C3=Cc4ccccc4Cn4ccnc43)CC2)CC1
342,IKBGPCPPFWCFRO-NWYWQBKTNA-N,CHEMBL2207279,3269,A,7.9,chembl20,884700,9606,HRH1,2055,C1=C(C=CC(=C1C)OC2CCN(CC2)C[C@@H](CNC(C3=C4C(=C(N=C3)O)C=C(C=C4)F)=O)O)Cl,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2cnc(O)c3cc(F)ccc23)CC1
343,IKHRYIGPRIAKFA-UHFFFAOYNA-N,CHEMBL255566,3269,A,6.0,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(=C(C6=C(C5)N=C(O6)C(C)(C)C)Br)CC4)=NN3)C)C=CC(C)=N2,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6c(Br)c5CC4)n3C)cccc2n1
344,IKNJHFAJDYZLNM-KRWDZBQONA-N,71452601,3269,A,9.50031,pubchem,719511,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)CC[C@H](O)COC=3C=C(C=CC3)C#N)C=CC1Cl,N#Cc1cccc(OC[C@@H](O)CCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1
345,ILAPINSYTQOSTH-UHFFFAOYNA-N,CHEMBL257525,3269,A,5.7,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCC(N4CCC=5C(=C(C6=C(C5)N=C(O6)C(F)(F)F)C)CC4)C)=NN3)C)C=CC(C)=N2,Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6nc(C(F)(F)F)oc6c(C)c5CC4)n3C)cccc2n1
346,GZUNLKUPHLSRKX-UHFFFAOYNA-N,CHEMBL1910382,3269,A,7.0,chembl20,775917,9606,HRH1,2055,C(=O)(N1CCN(CC1)CCN(C)CCN(C2=CC=CC=N2)CC=3C=CC(=CC3)OC)C=4NC5=CC=C(C=C5C4)Cl,COc1ccc(CN(CCN(C)CCN2CCN(C(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)c2ccccn2)cc1
347,GUUFVYCRQBZPLO-XLJXAGCCNA-N,12992629,3269,A,7.30103,pubchem,238825,9606,HRH1,2055,ClC1=CC2=C(C(=C3CCN(CC3)CCCCOC4=CC=C(C=C4)C#CCCN(O)C(=O)N)C5=NC=CC=C5CC2)C=C1,NC(=O)N(O)CCC#Cc1ccc(OCCCCN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)cc1
348,GUYGSIXDIXLGLA-CSKMVECVNA-N,54586252,3269,A,6.59346,pubchem,595800,9606,HRH1,2055,O1C2=C(N(CCCN3CCN(CC3)C=4N(C(=O)N(C(=O)C4)C)C)C=5C(C1)=CC=CC5)C=C(C=C2)CC(=O)O,Cn1c(N2CCN(CCCN3c4ccccc4COc4ccc(CC(=O)O)cc43)CC2)cc(=O)n(C)c1=O
349,GVDNUYAKHMLSKZ-YHMJCDSINA-N,CHEMBL345185,3269,A,5.7,chembl20,84547,9606,HRH1,2055,N1=CNC=C1CCCCCCCCCN,NCCCCCCCCCc1c[nH]cn1
350,GVGOZYJHWUIVHV-BTXAGOHHNA-N,CHEMBL1096431,3269,A,7.18,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@H](C)C2CCCCC2)=O)N=C1,C[C@@H](CC(=O)N=C(N)NCCCc1c[nH]cn1)C1CCCCC1
351,GVGOZYJHWUIVHV-DGOUWDGONA-N,46887042,3269,A,7.0499800000000015,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@H](C2CCCCC2)C,C[C@H](CC(=O)N/C(N)=N/CCCc1cnc[nH]1)C1CCCCC1
352,GVGOZYJHWUIVHV-HRWKMIKQNA-N,46887043,3269,A,7.18,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@@H](C2CCCCC2)C,C[C@@H](CC(=O)N/C(N)=N/CCCc1cnc[nH]1)C1CCCCC1
353,GVGOZYJHWUIVHV-ZTWHWBLCNA-N,CHEMBL1096430,3269,A,7.05,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@@H](C)C2CCCCC2)=O)N=C1,C[C@H](CC(=O)N=C(N)NCCCc1c[nH]cn1)C1CCCCC1
354,GUGOEEXESWIERI-UHFFFAOYNA-N,CHEMBL17157,3269,A,8.59,chembl20,774767,9606,HRH1,2055,C(C1CCN(CC1)CCCC(C=2C=CC(C(C)(C)C)=CC2)O)(C3=CC=CC=C3)(C=4C=CC=CC4)O,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
355,GUNAZEDORZMWRN-LBPRGKRZNA-N,CHEMBL1091782,3269,A,8.34,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2[C@H](C=3N=CSC3)C,C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12
356,GUOQPFNLBAXWIZ-UHFFFAOYNA-N,3069135,3269,A,7.20135,pubchem,640310,9606,HRH1,2055,FC1=CC=C(OCCCN2CCN(CC2)C3=CC=CC=C3)C=C1,Fc1ccc(OCCCN2CCN(c3ccccc3)CC2)cc1
357,GSUXFSXZSCBDQK-LBOYIXSDNA-N,CHEMBL1277491,3269,A,6.7,chembl20,685205,9606,HRH1,2055,C12(C3=C(SC=4C(C1=O)=CC(=CC4)F)C=CC=C3)CCC(C2)N5CCC(CC5)C(=O)O,O=C(O)C1CCN(C2CCC3(C2)C(=O)c2cc(F)ccc2Sc2ccccc23)CC1
358,HAJIPROMBKTILW-LQFNOIFHNA-N,CHEMBL257536,3269,A,5.7,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C=C5C(=CC4CC3)OCC(N5)=O)=NN2)C,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4c(cc3CC2)OCC(=O)N4)n1C
359,GWSJPOPJXLJSLF-JAFMVTPMNA-N,46882664,3269,A,5.99439,pubchem,470737,9606,HRH1,2055,ClC=1C=C2N=C(OC2=CC1S(=O)(=O)N)NC3CCN(CC3)CC4=CC(OCC)=C(OC)C=C4,CCOc1cc(CN2CCC(Nc3nc4cc(Cl)c(S(N)(=O)=O)cc4o3)CC2)ccc1OC
360,GWVFJNPANMKQSY-AWDGJUBXNA-N,59295968,3269,A,8.60033,pubchem,716957,9606,HRH1,2055,ClC1=CC(=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C4C(=C(O)N=C3)C(F)=CC=C4)C=C1)C,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2cnc(O)c3c(F)cccc23)CC1
361,GXDALQBWZGODGZ-SREBMQDQNA-N,CHEMBL296419,3269,A,8.79,chembl20,774767,9606,HRH1,2055,C=1C=C2N(C(=NC2=CC1)NC3CCN(CC3)CCC4=CC=C(C=C4)OC)CC=5C=CC(F)=CC5,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
362,GXZWKZAOGQRNTL-UHFFFAOYNA-N,56944383,3269,A,7.16115,pubchem,1152691,9606,HRH1,2055,S(=O)(=O)(NCCCCN1CCC(CC1)C2=NOC=3C2=CC=C(F)C3)C=4SC=5C(C4)=CC=CC5,O=S(=O)(NCCCCN1CCC(c2noc3cc(F)ccc23)CC1)c1cc2ccccc2s1
363,GYNAMDMVOYKWLO-UHFFFAOYNA-N,CHEMBL11136,24448,A,6.37,chembl20,84703,10116,HRH1,2055,C1(C=2N=CC(=CC2CCC3=C1C=CC(Cl)=C3)OC)=C4CCN(CC4)C(=O)C,COc1cnc2c(c1)CCc1cc(Cl)ccc1C2=C1CCN(C(C)=O)CC1
364,JHJPBZPNRYMQKP-KAJQQXJCNA-N,CHEMBL2158821,3269,A,7.0,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@H](C4=CC=CC=C4)C(=O)O)Cl)Cl,O=C(O)[C@@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
365,JHJPBZPNRYMQKP-KNIDNKHDNA-N,CHEMBL2158820,3269,A,7.6,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](C4=CC=CC=C4)C(=O)O)Cl)Cl,O=C(O)[C@H](c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
366,JHJPBZPNRYMQKP-SREBMQDQNA-N,CHEMBL2158819,3269,A,7.3,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)C(C4=CC=CC=C4)C(=O)O)Cl)Cl,O=C(O)C(c1ccccc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
367,JHOJSIPGICNRRG-KPSZGOFPNA-N,CHEMBL124466,24448,A,6.54,chembl20,84706,10116,HRH1,2055,C/1(\C2=C(C=C(C=C2)Cl)CCC3=C1N=CC=C3)=C\CCN(C(=O)C)C,CC(=O)N(C)CC/C=C1\c2ccc(Cl)cc2CCc2cccnc21
368,JHOJSIPGICNRRG-SWNXQHNENA-N,CHEMBL141432,24448,A,6.07,chembl20,84706,10116,HRH1,2055,C/1(\C2=C(C=C(C=C2)Cl)CCC3=C1N=CC=C3)=C/CCN(C(=O)C)C,CC(=O)N(C)CC/C=C1/c2ccc(Cl)cc2CCc2cccnc21
369,JGOAIQNSOGZNBX-UHFFFAOYNA-N,CHEMBL353846,24448,N,4.77,chembl20,858531,10116,HRH1,2055,C(C(C1=CC=CC=C1)C=2C=CC=CC2)(=O)OCCN(CC)CC,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
370,JGOAIQNSOGZNBX-UHFFFAOYNA-N,CHEMBL353846,3269,N,3.95,chembl20,858530,9606,HRH1,2055,C(C(C1=CC=CC=C1)C=2C=CC=CC2)(=O)OCCN(CC)CC,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
371,JGRFHTWWWXEAHZ-QFIPXVFZNA-N,CHEMBL102925,3269,A,5.64,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC=2C=CC(C(C3CC3)=O)=CC2)CC1)(C4=CC=C(C=C4)CC)(=O)=O,CCc1ccc(S(=O)(=O)N[C@H]2CCN(CCCOc3ccc(C(=O)C4CC4)cc3)C2)cc1
372,JCCIEQKRVYXDHE-UHFFFAOYNA-N,CHEMBL272899,3269,A,6.51,chembl20,909316,9606,HRH1,2055,C1=C(C=C2C(=C1)N(CCN3CCCCCC3)C(S2)=O)CCC,CCCc1ccc2c(c1)sc(=O)n2CCN1CCCCCC1
373,JCCNYMKQOSZNPW-UHFFFAOYNA-N,CHEMBL998,24448,A,6.46,chembl20,84706,10116,HRH1,2055,C1CC=2C=C(Cl)C=CC2C(=C3CCN(CC3)C(OCC)=O)C4=NC=CC=C41,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
374,JCCNYMKQOSZNPW-UHFFFAOYNA-N,CHEMBL998,3269,A,7.7,chembl20,774767,9606,HRH1,2055,C1CC=2C=C(Cl)C=CC2C(=C3CCN(CC3)C(OCC)=O)C4=NC=CC=C41,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
375,JCHIUKROMYHWKE-UHFFFAOYNA-N,45485529,3269,A,7.19382,pubchem,448777,9606,HRH1,2055,OC(C1CCN(CC1)CCC2=CC=C(C=C2)C)(C3=CC=CC=C3)C4=CC=CC=C4,Cc1ccc(CCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
376,JCSAJCBJJWFNIO-BIEYTDBTNA-N,CHEMBL567791,3269,A,6.1,chembl20,594567,9606,HRH1,2055,C1=C(N(C)C)N=C(N=C1C)N[C@H]2CC[C@H](CC2)NC(C=3C=CC(=CC3)Cl)=O,Cc1cc(N(C)C)nc(N[C@H]2CC[C@@H](NC(=O)c3ccc(Cl)cc3)CC2)n1
377,JCSAJCBJJWFNIO-DVIAZDKANA-N,23027245,3269,A,6.09691,pubchem,443389,9606,HRH1,2055,ClC=1C=CC(C(=O)NC2CCC(NC3=NC(N(C)C)=CC(=N3)C)CC2)=CC1,Cc1cc(N(C)C)nc(NC2CCC(NC(=O)c3ccc(Cl)cc3)CC2)n1
378,JCUBTYXXBDFOHF-UHFFFAOYNA-N,CHEMBL256651,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1(C=2N(C)C(=NN2)SCCCN3CCC=4C(CC3)=CC5=C(OC(=N5)CC)C4)=CC(=C(C=C1)F)F,CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3
379,JFLBTRDHDHTNGX-UHFFFAOYNA-N,CHEMBL367045,24448,A,8.57,chembl20,84716,10116,HRH1,2055,C1(=CN2C(=CC=C2)SC=3C1=CC=CC3)N4CCN(CC4)C,CN1CCN(C2=Cn3cccc3Sc3ccccc32)CC1
380,JGHINESLHSSDOZ-UHFFFAOYNA-N,CHEMBL366388,24448,A,7.38,chembl20,84717,10116,HRH1,2055,N1(C2C3=C(C=CC=C3)CCC2)CCN(CC1)CCCC(C4=CC=C(C=C4)F)=O,O=C(CCCN1CCN(C2CCCc3ccccc32)CC1)c1ccc(F)cc1
381,JGJNEIOIBJGSFV-UHFFFAOYNA-N,44126270,3269,A,6.98297,pubchem,452262,9606,HRH1,2055,O(C1=CC=2C3=C(N(C2C=C1)CCC4=CC=CC=C4)CCN(C3)C)C,COc1ccc2c(c1)c1c(n2CCc2ccccc2)CCN(C)C1
382,JCYAYKQSZYSTGG-UHFFFAOYNA-N,CHEMBL415985,24448,A,7.7,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCN3CCC(CC3)C4=CC=CC=C4)C)=O,Cn1c(=O)sc2cc(CCN3CCC(c4ccccc4)CC3)ccc21
383,JEJWQCTZDAJWOX-LBOYIXSDNA-N,CHEMBL1455766,3269,A,6.0,chembl20,1352899,9606,HRH1,2055,S(=O)(=O)(NCC=1C=CC(C(=O)NCCN(CC2=CC=CC=C2)C(C)C)=CC1)C3=CC=C(C=C3)C,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NCCN(Cc3ccccc3)C(C)C)cc2)cc1
384,HLXZPGHNFUSVMT-MXYOMBERNA-N,CHEMBL2158782,3269,A,7.0,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC=C(C=C4)F)C(=O)O)Cl)C,Cc1cc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl
385,IIVFRUJVDGTOEB-UHFFFAOYNA-N,CHEMBL1669414,3269,A,7.31,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN4CC(C4)F,FC1CN(CCC2=C(Cc3cnccn3)c3ccccc3C2)C1
386,IXZDLPYKIIELLK-NDKGDYFDNA-N,CHEMBL90063,3269,A,5.5,chembl20,84547,9606,HRH1,2055,N1=CNC=C1CCCCCCCCN,NCCCCCCCCc1c[nH]cn1
387,IYAJUPFWKMPDJJ-LELJVTLKNA-N,CHEMBL1277679,3269,A,7.3,chembl20,685205,9606,HRH1,2055,C12(C3=C(C=CC=C3)CC4=C(C1)C=CC=C4)CCC(C2)N5CCC(CC5)(C(O)=O)O,O=C(O)C1(O)CCN(C2CCC3(Cc4ccccc4Cc4ccccc43)C2)CC1
388,IYDOAHOHMRQFTJ-QWAKEFERNA-N,52944115,3269,A,8.40012,pubchem,537324,9606,HRH1,2055,N(C1C[C@]2(CC1)CC=3C(CC=4C2=CC=CC4)=CC=CC3)(C)C,CN(C)C1CC[C@]2(Cc3ccccc3Cc3ccccc32)C1
389,IYGHJULMISLCJX-UHFFFAOYNA-N,CHEMBL327497,3269,A,8.18,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CC=3C=CC(=CC3)F)C(C4CCN(CC4)CCC5(CN(C(=O)C=6C=CC=CC6)CC5)C7=CC(OC)=C(C=C7)OC)=O,COc1ccc(C2(CCN3CCC(C(=O)c4nc5ccccc5n4Cc4ccc(F)cc4)CC3)CCN(C(=O)c3ccccc3)C2)cc1OC
390,IVVSQFRLZUQKBC-UHFFFAOYNA-N,CHEMBL1088882,3269,A,7.92,chembl20,625162,9606,HRH1,2055,C1=CC=C2C(=C1)CC(=C2CC3=CN=CC(=N3)C)CCN(C)C,Cc1cncc(CC2=C(CCN(C)C)Cc3ccccc32)n1
391,IVYOUGABIOQHND-CSKMVECVNA-N,CHEMBL563520,3269,A,7.34,chembl20,577960,9606,HRH1,2055,N1(C)C(=O)N(C)C(CC1=O)=NCCCN2CCC(CC2)CN3C4=C(SC5=C3C=C(C=C5)C(=O)O)C=CC=C4,CN1C(=O)CC(=NCCCN2CCC(CN3c4ccccc4Sc4ccc(C(=O)O)cc43)CC2)N(C)C1=O
392,IWEWIZBBORJKBV-UHFFFAOYNA-N,CHEMBL589148,3269,A,7.4,chembl20,603320,9606,HRH1,2055,N1(CCC2=CC=CC=C2)C=3C=CC(F)=CC3C=4CN(CCC41)C,CN1CCc2c(c3cc(F)ccc3n2CCc2ccccc2)C1
393,JAUOIFJMECXRGI-UHFFFAOYNA-N,124087,3269,A,9.01323,pubchem,238825,9606,HRH1,2055,ClC1=CC2=C(C(=C3CCNCC3)C4=NC=CC=C4CC2)C=C1,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
394,JAWGTZDKZCZPKP-LELJVTLKNA-N,CHEMBL1222694,3269,A,7.3,chembl20,651968,9606,HRH1,2055,C1=CC=C2CN3C=C(N=C3C(=CC2=C1)N4CCN(CC4)CC(C(O)=O)(C)C)C,Cc1cn2c(n1)C(N1CCN(CC(C)(C)C(=O)O)CC1)=Cc1ccccc1C2
395,JAXLDMXXLBSGOC-UHFFFAOYNA-N,CHEMBL152122,3269,A,5.9,chembl20,84547,9606,HRH1,2055,N=1C=C(CCCCCCCCCCCCN)C=CC1,NCCCCCCCCCCCCc1cccnc1
396,IVPBWXCQFBOUNC-UHFFFAOYNA-N,CHEMBL280063,24448,A,8.0,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCN3CCN(CC3)CC4=C(C=C(C=C4)Cl)Cl)C)=O,Cn1c(=O)sc2cc(CCN3CCN(Cc4ccc(Cl)cc4Cl)CC3)ccc21
397,HVNPGDRVEITEIV-UHFFFAOYNA-N,CHEMBL344942,24448,A,6.14,chembl20,84706,10116,HRH1,2055,C1(C2=C(C=C(C=C2)F)CCC3=C1N=CC=C3)=C4CCN(CC4)C(=O)C,CC(=O)N1CCC(=C2c3ccc(F)cc3CCc3cccnc32)CC1
398,JVPBPESGJIUWIZ-UHFFFAOYNA-N,CHEMBL591803,3269,A,7.46,chembl20,603320,9606,HRH1,2055,N1(CCC2=CC=C(C=C2)C(F)(F)F)C=3C=CC(F)=CC3C4=C1CCN(C4)C,CN1CCc2c(c3cc(F)ccc3n2CCc2ccc(C(F)(F)F)cc2)C1
399,JWVSNNPXFZNTNU-IPQJKCJWNA-N,CHEMBL320174,3269,N,4.22,chembl20,84425,9606,HRH1,2055,C(N[C@H](C(N[C@@H]1CN(CCCOC2=CC=C(C(=O)C)C=C2)CC1)=O)C)(OC(C)(C)C)=O,CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C2)cc1
400,JWVSNNPXFZNTNU-YRJBNADSNA-N,CHEMBL103828,3269,N,4.25,chembl20,84425,9606,HRH1,2055,C(N[C@@H](C(N[C@@H]1CN(CCCOC2=CC=C(C(=O)C)C=C2)CC1)=O)C)(OC(C)(C)C)=O,CC(=O)c1ccc(OCCCN2CC[C@H](NC(=O)[C@@H](C)NC(=O)OC(C)(C)C)C2)cc1
401,JWYUBODPEUBFLH-FSTMKDAKNA-N,CHEMBL91157,3269,A,6.95,chembl20,303340,9606,HRH1,2055,C12=NO[C@H]([C@@H]1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)C/C(=C/C=5C=CC=CC5)/C,COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4ccccc4)CC3)[C@@H]1CO2
402,JPDUMUHTXIBGHJ-OTZPAZLNNA-N,CHEMBL2207286,3269,A,7.9,chembl20,884700,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(C3=C4C(=C(N=C3)O)C=C(C=C4)S(N(C)C)(=O)=O)=O)O)Cl)Cl,CN(C)S(=O)(=O)c1ccc2c(C(=O)NC[C@@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)cnc(O)c2c1
403,JSPIFTWKMOPKHZ-WGZAFAOONA-N,CHEMBL323517,3269,N,4.43,chembl20,84425,9606,HRH1,2055,C=1(N=C(C2=CN=CC=C2)SC1)C(N[C@@H]3CN(CCCOC4=CC=C(C(C5CC5)=O)C=C4)CC3)=O,O=C(N[C@H]1CCN(CCCOc2ccc(C(=O)C3CC3)cc2)C1)c1csc(-c2cccnc2)n1
404,JTCQOAITNDJYSA-IEBWSBKVNA-N,CHEMBL258930,3269,A,8.0,chembl20,477352,9606,HRH1,2055,O1[C@@H]([C@@H](C2=CC=CC=C2)OC=3C4=C(C=CC3)CCO4)CNCC1,c1ccc([C@@H](Oc2cccc3c2OCC3)[C@H]2CNCCO2)cc1
405,JTQJEHINJIGHDA-UHFFFAOYNA-N,CHEMBL1090197,3269,A,8.11,chembl20,625162,9606,HRH1,2055,C1=CC=C2C(=C1)CC(CCN(C)C)C2=CC=3C=CC=NN3,CN(C)CCC1Cc2ccccc2C1=Cc1cccnn1
406,JQEQULOLEPTBRS-SREBMQDQNA-N,CHEMBL271066,3269,A,6.8,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC=6OCC(NC6C5)=O)=NN3)C)C=CC(=N2)C,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6c(cc5CC4)OCC(=O)N6)n3C)cccc2n1
407,JURMKPGGUGOQIP-UHFFFAOYNA-N,CHEMBL255417,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCC(N4CCC=5C(CC4)=C(C6=C(C5)N=C(O6)CC)Br)C)=NN3)C)C=CC(C)=N2,CCc1nc2cc3c(c(Br)c2o1)CCN(C(C)CCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3
408,JUWUZLUBIRHYMM-LBPRGKRZNA-N,CHEMBL2203551,3269,A,5.09,chembl20,880424,9606,HRH1,2055,C(OC1=NOC(=C1)COC2=CC=CC=C2)[C@@H]3CCCN3,c1ccc(OCc2cc(OC[C@@H]3CCCN3)no2)cc1
409,JVCJWEYSNNCGKX-MPIMZMORNA-N,CHEMBL236610,3269,A,6.58,chembl20,621600,9606,HRH1,2055,C1=CC=C2N=C(OC2=C1)NC3CCN(CC3)CC4=CC=C(C(=C4)OCC)Cl,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1Cl
410,JQVYPXIHEOFUGD-UHFFFAOYNA-N,CHEMBL270852,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCCN4CCC5=CC6=C(C=C5CC4)CN(C6=O)C(C)C)=NN3)C)C=CC(=N2)C,Cc1ccc2c(-c3nnc(SCCCCN4CCc5cc6c(cc5CC4)C(=O)N(C(C)C)C6)n3C)cccc2n1
