,Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
293,CHEMBL2012737,P46098,,NFEVAAXMHCVVQF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22342142.0,INHIBITION,,,,,,,,,,,,,,,,,Inhibition of 5HT3 receptor at 10 uM by radioligand displacement assay,Not Active,Structure-activity relationship of pyrrole based S-nitrosoglutathione reductase inhibitors: carboxamide modification.,Bioorg. Med. Chem. Lett.,2012.0,22.0,6.0,"Sun X, Qiu J, Strong SA, Green LS, Wasley JW, Blonder JP, Colagiovanni DB, Stout AM, Mutka SC, Richards JP, Rosenthal GJ",,811304.0,DTCT0023221,10426503,DTCC01227143,620872,47711
294,CHEMBL2024087,P46098,,FQIJPHXWIONJLF-JKOKRWQUSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22171543.0,INHIBITION,=,38.3,%,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 at 10 uM,,Chemistry and behavioral studies identify chiral cyclopropanes as selective a4ß2-nicotinic acetylcholine receptor partial agonists exhibiting an antidepressant profile.,J. Med. Chem.,2012.0,55.0,2.0,"Zhang H, Tückmantel W, Eaton JB, Yuen PW, Yu LF, Bajjuri KM, Fedolak A, Wang D, Ghavami A, Caldarone B, Paterson NE, Lowe DA, Brunner D, Lukas RJ, Kozikowski AP",,815922.0,DTCT0023221,10457767,DTCC01232472,1365032,48063
295,CHEMBL2024089,P46098,,HGSHFGWWOPXUPH-WHOFXGATSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22171543.0,INHIBITION,=,23.5,%,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 at 10 uM,,Chemistry and behavioral studies identify chiral cyclopropanes as selective a4ß2-nicotinic acetylcholine receptor partial agonists exhibiting an antidepressant profile.,J. Med. Chem.,2012.0,55.0,2.0,"Zhang H, Tückmantel W, Eaton JB, Yuen PW, Yu LF, Bajjuri KM, Fedolak A, Wang D, Ghavami A, Caldarone B, Paterson NE, Lowe DA, Brunner D, Lukas RJ, Kozikowski AP",,815922.0,DTCT0023221,10457768,DTCC01232474,102538,48063
296,CHEMBL2024094,P46098,,NMIIKXFGCKOYRV-WHOFXGATSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22171543.0,INHIBITION,=,42.4,%,,,,,,,,,,,,,,Displacement of [3H]LY278584 from 5-HT3 at 10 uM,,Chemistry and behavioral studies identify chiral cyclopropanes as selective a4ß2-nicotinic acetylcholine receptor partial agonists exhibiting an antidepressant profile.,J. Med. Chem.,2012.0,55.0,2.0,"Zhang H, Tückmantel W, Eaton JB, Yuen PW, Yu LF, Bajjuri KM, Fedolak A, Wang D, Ghavami A, Caldarone B, Paterson NE, Lowe DA, Brunner D, Lukas RJ, Kozikowski AP",,815922.0,DTCT0023221,10457769,DTCC01232479,1008460,48063
297,CHEMBL2027925,P46098,CAPESEROD,MDBNTXARNGRHEV-UHFFFAOYSA-N,2,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,12130738.0,KI,=,10000.0,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023221,14737750,DTCC01233125,2106409,69654
298,CHEMBL2030622,P46098,,ITUMTGGIBOPIJQ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10477991,DTCC01235111,1610661,48255
299,CHEMBL2030623,P46098,,HJOLMLNXMCFYQQ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478032,DTCC01235112,382111,48255
300,CHEMBL2030624,P46098,,MFKYGKXYJBKSQN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478079,DTCC01235113,218663,48255
301,CHEMBL2030625,P46098,,JVHYCBRRZUMPEJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor at 10 uM,,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,818146.0,DTCT0023221,10478181,DTCC01235114,53054,48255
302,CHEMBL2030626,P46098,,TWUZJTIHFYRNSV-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor at 10 uM,,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,818146.0,DTCT0023221,10478230,DTCC01235115,1735130,48255
303,CHEMBL2030627,P46098,,JJTSIVODPMDGBG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478269,DTCC01235116,1417143,48255
304,CHEMBL2030628,P46098,,URNOPSHFIGOPOJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478609,DTCC01235117,1221331,48255
305,CHEMBL2030629,P46098,,SRRZEMVAQOSBLB-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478656,DTCC01235118,963513,48255
306,CHEMBL2030630,P46098,,LCBQDWKMNGEPLD-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10471507,DTCC01235119,1961153,48255
307,CHEMBL2030631,P46098,N-BENZYLPYRROLIDINE,CWEGCQIIDCZZED-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478728,DTCC00041635,1993939,48255
308,CHEMBL2030632,P46098,N-(3-FLUOROBENZYL)PYRROLIDINE,PRKCBGIXZFUCEF-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10331361,DTCC00041636,1417144,48255
309,CHEMBL2030633,P46098,"N-(3,4-DIMETHOXYBENZYL)PYRROLIDINE",MIZXZRHARATZMK-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10478813,DTCC00041637,801620,48255
310,CHEMBL2030634,P46098,N-(CYCLOHEXYLMETHYL)PYRROLIDINE,ADGIWWYGVBZYMC-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor at 10 uM,,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,818146.0,DTCT0023221,10479209,DTCC00041638,769521,48255
311,CHEMBL2030635,P46098,N-(2-PHENYLETHYL)PYRROLIDINE,KLUCWWVQVUXBSE-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10479252,DTCC00041639,995674,48255
312,CHEMBL2030636,P46098,,PXBKRGXXBYALIH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10479296,DTCC00129963,1156787,48255
313,CHEMBL2030637,P46098,,VBKWQJLSFFFYLC-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22607684.0,KI,,,,,,,,,,,,,,,,,Inhibition of 5-HT3 receptor,Not Determined,7-Azabicyclo[2.2.1]heptane as a scaffold for the development of selective sigma-2 (s(2)) receptor ligands.,Bioorg. Med. Chem. Lett.,2012.0,22.0,12.0,"Banister SD, Rendina LM, Kassiou M",,820298.0,DTCT0023221,10479379,DTCC00129964,834331,48255
314,CHEMBL2031737,P46098,,GPZMWOXSIRVXQW-OAHLLOKOSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22313227.0,KI,>,10000.0,NM,,,,,,,,,,,,,,Binding affinity to human recombinant 5HT3 receptor,,Radiosynthesis and evaluation of an (18)F-labeled positron emission tomography (PET) radioligand for brain histamine subtype-3 receptors based on a nonimidazole 2-aminoethylbenzofuran chemotype.,J. Med. Chem.,2012.0,55.0,5.0,"Bao X, Lu S, Liow JS, Zoghbi SS, Jenko KJ, Clark DT, Gladding RL, Innis RB, Pike VW",,818810.0,DTCT0023221,10474250,DTCC01236182,1106160,48153
315,CHEMBL203627,P46098,,PUDDOANNCQNPJM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125164,DTCC00417389,1345649,23555
316,CHEMBL203627,P46098,,PUDDOANNCQNPJM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125165,DTCC00417389,1345649,23555
317,CHEMBL2047561,P46098,,NBIWTPBSAFCSRX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22608762.0,INHIBITION,=,10.6,%,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]BRL43694 from human recombinant 5HT3 receptor expressed in CHO cells at 10 uM after 60 mins by liquid scintillation counting,,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,2012.0,54.0,,"Zheng YY, Guo L, Zhen XC, Li JQ",,827288.0,DTCT0023221,10528259,DTCC00130266,167263,48646
318,CHEMBL2047570,P46098,,QXCOEFGWAUGVTR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22608762.0,INHIBITION,=,8.3,%,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]BRL43694 from human recombinant 5HT3 receptor expressed in CHO cells at 10 uM after 60 mins by liquid scintillation counting,,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,2012.0,54.0,,"Zheng YY, Guo L, Zhen XC, Li JQ",,827288.0,DTCT0023221,10528278,DTCC00130275,1429720,48646
319,CHEMBL2047571,P46098,,JYIMWQCCVNSNJW-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22608762.0,INHIBITION,=,0.5,%,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]BRL43694 from human recombinant 5HT3 receptor expressed in CHO cells at 10 uM after 60 mins by liquid scintillation counting,,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,2012.0,54.0,,"Zheng YY, Guo L, Zhen XC, Li JQ",,827288.0,DTCT0023221,10528297,DTCC01242745,1332453,48646
320,CHEMBL2047573,P46098,,JZHYJRPFUZJBQH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22608762.0,INHIBITION,=,14.1,%,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]BRL43694 from human recombinant 5HT3 receptor expressed in CHO cells at 10 uM after 60 mins by liquid scintillation counting,,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,2012.0,54.0,,"Zheng YY, Guo L, Zhen XC, Li JQ",,827288.0,DTCT0023221,10528316,DTCC01242747,1138570,48646
321,CHEMBL2047574,P46098,,NQXSFBZVBLPNCG-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22608762.0,INHIBITION,=,25.1,%,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]BRL43694 from human recombinant 5HT3 receptor expressed in CHO cells at 10 uM after 60 mins by liquid scintillation counting,,Synthesis and antidepressant activity of arylalkanol-piperidine derivatives as triple reuptake inhibitors.,Eur. J. Med. Chem.,2012.0,54.0,,"Zheng YY, Guo L, Zhen XC, Li JQ",,827288.0,DTCT0023221,10528336,DTCC01242748,524316,48646
322,CHEMBL2058415,P46098,,GBAMAYLRKACPQW-IZZDOVSWSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,5916.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643574,DTCC01245405,545513,56290
323,CHEMBL2058416,P46098,,WNMPRXNFNSOTPV-LFYBBSHMSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,6178.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643572,DTCC01245406,545514,56290
324,CHEMBL2058419,P46098,,IQJBDRJDMXGXFH-OSNXYGPASA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,656.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643680,DTCC01245409,1062308,56290
325,CHEMBL2058420,P46098,,MDTKNEDEHYXCRY-OSNXYGPASA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,1223.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643652,DTCC01245410,739193,56290
326,CHEMBL2058426,P46098,,ORMRVPRSUUACQQ-ZLJHMRGVSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,591.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643683,DTCC01245413,1963125,56290
327,CHEMBL2058427,P46098,,ZBFOHUZFNZHQKR-QYRFSWOLSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,24084296.0,KI,=,2624.0,NM,,cell_based,,,,,,,,,,,,Displacement of [3H]GR65630 from human recombinant 5HT3 receptor expressed in HEKT cells,,In vitro structure-activity relationships of aplysinopsin analogs and their in vivo evaluation in the chick anxiety-depression model.,Bioorg. Med. Chem.,2013.0,21.0,22.0,"Lewellyn K, Bialonska D, Loria MJ, White SW, Sufka KJ, Zjawiony JK",,989092.0,DTCT0023221,12643606,DTCC01245414,1354102,56290
328,CHEMBL2059590,P46098,,ZQMXTDPQEHZTBG-KOUNCHBCSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22683222.0,INHIBITION,<,50.0,%,,,,,,,,,,,,,,Inhibition of 5HT3A receptor at 10 uM,,"Discovery, oral pharmacokinetics and in vivo efficacy of a highly selective 5-HT4 receptor agonist: clinical compound TD-2749.",Bioorg. Med. Chem. Lett.,2012.0,22.0,14.0,"Long DD, Armstrong SR, Beattie DT, Choi SK, Fatheree PR, Gendron RA, Goldblum AA, Humphrey PP, Marquess DG, Shaw JP, Smith JA, Derek Turner S, Vickery RG",,829453.0,DTCT0023221,10537716,DTCC01246534,912602,48889
329,CHEMBL206666,P46098,,OSQNMWDGHFIAOM-UHFFFAOYSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,IC50,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells by FMP assay,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445995.0,DTCT0023221,2125494,DTCC00417470,1410574,23555
330,CHEMBL206666,P46098,,OSQNMWDGHFIAOM-UHFFFAOYSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,IC50,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells by FMP assay,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445995.0,DTCT0023221,2125495,DTCC00417470,1410574,23555
331,CHEMBL206666,P46098,,OSQNMWDGHFIAOM-UHFFFAOYSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125172,DTCC00417470,1410574,23555
332,CHEMBL206666,P46098,,OSQNMWDGHFIAOM-UHFFFAOYSA-L,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,17722904.0,KI,>,100000.0,NM,,cell_based,,,,,,,,,,,HEK293,Displacement of [3H]GR65630 from human 5HT3A receptor in HEK293 cells,,Pharmacological characteristics and binding modes of caracurine V analogues and related compounds at the neuronal alpha7 nicotinic acetylcholine receptor.,J. Med. Chem.,2007.0,50.0,19.0,"Jensen AA, Zlotos DP, Liljefors T",,445992.0,DTCT0023221,2125173,DTCC00417470,1410574,23555
333,CHEMBL2086404,P46098,,VENCMHFMVFASKV-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936.0,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012.0,55.0,10.0,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191.0,DTCT0023221,10599866,DTCC01254431,1974296,50457
334,CHEMBL2086582,P46098,WAY-361789,LKMWIEHGNOUIAH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936.0,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012.0,55.0,10.0,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191.0,DTCT0023221,10599886,DTCC00042481,1655940,50457
335,CHEMBL2086582,P46098,WAY-361789,LKMWIEHGNOUIAH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936.0,IC50,>,30000.0,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012.0,55.0,10.0,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160.0,DTCT0023221,10599354,DTCC00042481,1655940,50457
