Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL2087440,P46098,,UQHUNGZFFQATJZ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599869,DTCC01254434,102739,50457
CHEMBL2087441,P46098,,JWKYJUPITPBTSR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599870,DTCC01254435,1397699,50457
CHEMBL2087442,P46098,,UUULARAVAROYPO-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599871,DTCC01254436,847577,50457
CHEMBL2087443,P46098,,BGJJEMSVLGIVLI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599872,DTCC01254437,1202066,50457
CHEMBL2087443,P46098,,BGJJEMSVLGIVLI-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599346,DTCC01254437,1202066,50457
CHEMBL2087444,P46098,,VAEUZWBERFNXLX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599873,DTCC01254438,297411,50457
CHEMBL2087445,P46098,,YJOREKPBKODAPH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599874,DTCC01254439,1908971,50457
CHEMBL2087445,P46098,,YJOREKPBKODAPH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599347,DTCC01254439,1908971,50457
CHEMBL2087446,P46098,,GQCWFDPOTSZPCD-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599875,DTCC01254440,1106331,50457
CHEMBL2087447,P46098,,POWHTVORLJYXLJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599697,DTCC01254441,1461939,50457
CHEMBL2087447,P46098,,POWHTVORLJYXLJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599348,DTCC01254441,1461939,50457
CHEMBL2087448,P46098,,MIQNWMJNRQADMN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599749,DTCC01254442,362627,50457
CHEMBL2087448,P46098,,MIQNWMJNRQADMN-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599350,DTCC01254442,362627,50457
CHEMBL2087449,P46098,,DWJPLBZSCNLIAR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599698,DTCC01254443,459021,50457
CHEMBL2087450,P46098,,AEZVYNVHNCDBQX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599876,DTCC01254445,1461940,50457
CHEMBL2087451,P46098,,MUFOLRMJGLDINZ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599877,DTCC01254446,912667,50457
CHEMBL2087452,P46098,,BRVURYNCYHYNFR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599878,DTCC01254447,102740,50457
CHEMBL2087453,P46098,,RPLWNHKGFXWLSL-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599879,DTCC01254448,685678,50457
CHEMBL2087453,P46098,,RPLWNHKGFXWLSL-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599351,DTCC01254448,685678,50457
CHEMBL2087454,P46098,,XJQFQLWVHXSRMJ-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599880,DTCC01254449,1461941,50457
CHEMBL2087455,P46098,,QENDQZCSFXDDOX-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599881,DTCC01254450,1299908,50457
CHEMBL2087456,P46098,,LZQMVVGBOPZASC-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599882,DTCC01254451,1106332,50457
CHEMBL2087456,P46098,,LZQMVVGBOPZASC-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599352,DTCC01254451,1106332,50457
CHEMBL2087457,P46098,,PNHTUMMCJLWVTR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599883,DTCC01254452,2071504,50457
CHEMBL2087457,P46098,,PNHTUMMCJLWVTR-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,IC50,>,30000,NM,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells assessed as inhibition of m-chlorophenylbiguanide-induced calcium influx measured every 1 sec for 1 min followed by every 3 secs for 3 mins by FLIPR assay,,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842160,DTCT0023221,10599353,DTCC01254452,2071504,50457
CHEMBL2087458,P46098,,UTZCOSNAHHZOGH-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599884,DTCC01254453,1138685,50457
CHEMBL2087459,P46098,,VDQDOBJGSUGYMM-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,22468936,ACTIVITY,,,,,cell_based,,,,,,,,,,,HEK293,Antagonist activity at human 5HT3A receptor expressed in HEK293 cells,Not Active,"Discovery of a Novel Alpha-7 Nicotinic Acetylcholine Receptor Agonist Series and Characterization of the Potent, Selective, and Orally Efficacious Agonist 5-(4-Acetyl[1,4]diazepan-1-yl)pentanoic Acid [5-(4-Methoxyphenyl)-1H-pyrazol-3-yl] Amide (SEN15924, WAY-361789).",J. Med. Chem.,2012,55,10,"Zanaletti R, Bettinetti L, Castaldo C, Cocconcelli G, Comery T, Dunlop J, Gaviraghi G, Ghiron C, Haydar SN, Jow F, Maccari L, Micco I, Nencini A, Scali C, Turlizzi E, Valacchi M",,842191,DTCT0023221,10599885,DTCC01254454,717999,50457
CHEMBL2104153,P46098,CYAMEMAZINE,SLFGIOIONGJGRT-UHFFFAOYSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,12527336,KI,=,2943,NM,,,,,,,,,,,,,,,,,,,,,,,,DTCT0023221,14738143,DTCC01257488,2106533,69666
CHEMBL2107804,P46098,BEMESETRON,MNJNPLVXBISNSX-WDNDVIMCSA-N,0,SEROTONIN 3A (5-HT3A) RECEPTOR,HTR3A,Ion channel,,,18588282,IC50,=,10,NM,,,,,,,,,,,,,,Inhibition of human 5HT3 receptor,,"Identification of a potent, selective, and orally active leukotriene a4 hydrolase inhibitor with anti-inflammatory activity.",J. Med. Chem.,2008,51,14,"Grice CA, Tays KL, Savall BM, Wei J, Butler CR, Axe FU, Bembenek SD, Fourie AM, Dunford PJ, Lundeen K, Coles F, Xue X, Riley JP, Williams KN, Karlsson L, Edwards JP",,488293,DTCT0023221,2775812,DTCC01260981,175805,30579
