compound_id,Original_Entry_ID,Entrez_ID,Activity_Flag,PXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,InChI,SMILES,rdkit_smiles,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate
GGTVJORIYQKWBH-GSQNISDMNA-N,CHEMBL3084781,3359,A,7.74,chembl20,674333,9606,HTR3A,2102,"InChI=1/C23H24ClN3O2/c1-27-17-4-2-5-18(27)13-16(12-17)25-22(28)19-6-3-7-20-21(19)26-23(29-20)14-8-10-15(24)11-9-14/h3,6-11,16-18H,2,4-5,12-13H2,1H3,(H,25,28)/t16-,17-,18+/f/h25H",[C@H]12N([C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)C5=CC=C(C=C5)Cl)=O)C,CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3oc(-c4ccc(Cl)cc4)nc13)C2,7.74,,0.0,0
GHCKERHPOQWERJ-UHFFFAOYNA-N,CHEMBL148204,3359,A,6.0,chembl20,766545,9606,HTR3A,2102,"InChI=1/C13H10N2/c14-11-6-5-10-7-9-3-1-2-4-12(9)15-13(10)8-11/h1-8H,14H2",N1=C2C(C=CC(=C2)N)=CC=3C1=CC=CC3,Nc1ccc2cc3ccccc3nc2c1,6.0,,0.0,0
GILNYWJBQPUMRB-DBVKRTKPNA-N,CHEMBL2011600,79246,A,7.15,chembl20,809641,10116,HTR3A,2102,"InChI=1/C41H69N5O12/c1-34-37(35-8-6-7-9-36(35)44-38(34)46-14-12-45(5)13-15-46)39(47)42-10-16-49-18-20-51-22-24-53-26-28-55-30-32-57-33-31-56-29-27-54-25-23-52-21-19-50-17-11-43-40(48)58-41(2,3)4/h6-9H,10-33H2,1-5H3,(H,42,47)(H,43,48)/f/h42-43H",N(C(OC(C)(C)C)=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(C1=C(C)C(=NC2=CC=CC=C21)N3CCN(CC3)C)=O,Cc1c(N2CCN(C)CC2)nc2ccccc2c1C(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)OC(C)(C)C,7.15,,0.0,0
GKXVRBQVTDCQMA-SKKVRFOWNA-N,CHEMBL2402892,3359,N,4.3,chembl20,971714,9606,HTR3A,2102,"InChI=1/C25H38N6O4S/c1-36(34,35)31-13-11-30(12-14-31)17-20(32)16-29-9-7-18(8-10-29)15-26-25(33)21-3-2-4-22-23(21)28-24(27-22)19-5-6-19/h2-4,18-20,32H,5-17H2,1H3,(H,26,33)(H,27,28)/f/h26,28H",S(=O)(=O)(N1CCN(CC(CN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C5CC5)=O)CC2)O)CC1)C,CS(=O)(=O)N1CCN(CC(O)CN2CCC(CNC(=O)c3cccc4nc(C5CC5)[nH]c34)CC2)CC1,4.3,,0.0,0
GLAKGIIOQOOKAC-PKSOQXRJNA-N,CHEMBL571046,79246,A,8.25,chembl20,592418,10116,HTR3A,2102,"InChI=1/C19H19FN6/c20-14-3-4-16-15(12-14)23-19(17-2-1-7-26(16)17)25-10-8-24(9-11-25)13-18-21-5-6-22-18/h1-7,12H,8-11,13H2,(H,21,22)/f/h21H",C1=C(C=C2N=C(N3CCN(CC3)CC4=NC=CN4)C=5N(C=CC5)C2=C1)F,Fc1ccc2c(c1)nc(N1CCN(Cc3ncc[nH]3)CC1)c1cccn12,8.25,,0.0,0
GLWWAUFFFXRHOL-UHFFFAOYNA-N,CHEMBL489060,3359,A,8.18,chembl20,864726,9606,HTR3A,2102,"InChI=1/C15H20ClN5/c1-19(2)14-12-10-11(16)4-5-13(12)17-15(18-14)21-8-6-20(3)7-9-21/h4-5,10H,6-9H2,1-3H3",C1=C(C=C2C(N=C(N3CCN(CC3)C)N=C2N(C)C)=C1)Cl,CN1CCN(c2nc(N(C)C)c3cc(Cl)ccc3n2)CC1,8.18,,0.0,0
GNITVWLUINGTBR-WYUMXYHSNA-N,CHEMBL489062,3359,A,8.95,chembl20,864726,9606,HTR3A,2102,"InChI=1/C14H18ClN5/c1-16-13-11-9-10(15)3-4-12(11)17-14(18-13)20-7-5-19(2)6-8-20/h3-4,9H,5-8H2,1-2H3,(H,16,17,18)/f/h16H",C1=C(C=C2C(N=C(N3CCN(CC3)C)N=C2NC)=C1)Cl,CNc1nc(N2CCN(C)CC2)nc2ccc(Cl)cc12,8.95,,0.0,0
GRQDDYOXJKSBNX-YHSKDTNENA-N,CHEMBL2169970,3359,A,8.84,chembl20,864726,9606,HTR3A,2102,"InChI=1/C14H18N4/c1-17-6-8-18(9-7-17)14-10-12(15)11-4-2-3-5-13(11)16-14/h2-5,10H,6-9H2,1H3,(H2,15,16)/f/h15H2",N=1C(=CC(=C2C=CC=CC12)N)N3CCN(CC3)C,CN1CCN(c2cc(N)c3ccccc3n2)CC1,8.84,,0.0,0
GSAVAAKDTVSQKT-HIPGWPFMNA-N,76327858,3359,A,8.72354,pubchem,461556,9606,HTR3A,2102,"InChI=1/C20H29N5O/c1-24-15-6-4-7-16(24)13-14(12-15)22-20(26)19-17-8-2-3-9-18(17)25(23-19)11-5-10-21/h2-3,8-9,14-16H,4-7,10-13,21H2,1H3,(H,22,26)/t14?,15-,16+/f/h22H",O=C(NC1C[C@H]2N([C@@H](C1)CCC2)C)C3=NN(C4=C3C=CC=C4)CCCN,CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(CCCN)c3ccccc13)C2,8.72354,,0.0,0
GSAVAAKDTVSQKT-WKNPBHLHNA-N,CHEMBL2309589,3359,A,8.72,chembl20,612614,9606,HTR3A,2102,"InChI=1/C20H29N5O/c1-24-15-6-4-7-16(24)13-14(12-15)22-20(26)19-17-8-2-3-9-18(17)25(23-19)11-5-10-21/h2-3,8-9,14-16H,4-7,10-13,21H2,1H3,(H,22,26)/t14-,15+,16-/f/h22H",C1=CC=C2C(C(=NN2CCCN)C(N[C@@H]3C[C@@H]4CCC[C@@H](N4C)C3)=O)=C1,CN1[C@H]2CCC[C@@H]1C[C@H](NC(=O)c1nn(CCCN)c3ccccc13)C2,8.72,,0.0,0
GSEARIWHWZTSPV-UHFFFAOYNA-N,11374124,3359,A,7.34104,pubchem,536968,9606,HTR3A,2102,"InChI=1/C26H30N6O/c1-19-9-11-23-21(18-19)26(33)32(27)25(29-23)8-4-5-13-30-14-16-31(17-15-30)24-12-10-20-6-2-3-7-22(20)28-24/h2-3,6-7,9-12,18H,4-5,8,13-17,27H2,1H3",O=C1N(N)C(=NC=2C1=CC(=CC2)C)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5,Cc1ccc2nc(CCCCN3CCN(c4ccc5ccccc5n4)CC3)n(N)c(=O)c2c1,7.34104,,0.0,0
GTIKAAJNYPWELX-UHFFFAOYNA-N,11464531,3359,A,7.34008,pubchem,536968,9606,HTR3A,2102,"InChI=1/C25H28N6O/c26-31-24(28-22-10-4-2-8-20(22)25(31)32)11-5-6-14-29-15-17-30(18-16-29)23-13-12-19-7-1-3-9-21(19)27-23/h1-4,7-10,12-13H,5-6,11,14-18,26H2",O=C1N(N)C(=NC2=C1C=CC=C2)CCCCN3CCN(CC3)C=4N=C5C(=CC4)C=CC=C5,Nn1c(CCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ccccc2c1=O,7.34008,,0.0,0
GTMRUYCIJSNXGB-UHFFFAOYNA-N,11173546,3359,A,6.823910000000001,pubchem,690443,9606,HTR3A,2102,"InChI=1/C17H20N4/c1-20-9-14-11-21(12-15(14)10-20)17-8-7-16(18-19-17)13-5-3-2-4-6-13/h2-8,14-15H,9-12H2,1H3",N1(CC2C(C1)CN(C2)C3=NN=C(C=C3)C=4C=CC=CC4)C,CN1CC2CN(c3ccc(-c4ccccc4)nn3)CC2C1,6.823910000000001,,0.0,0
GTUIQNHJSXQMKW-UHFFFAOYNA-N,24795080,3359,A,6.1549,pubchem,704948,9606,HTR3A,2102,"InChI=1/C11H13ClN2O2/c12-10-2-1-9(16-10)11(15)14-5-7-3-13-4-8(7)6-14/h1-2,7-8,13H,3-6H2",ClC=1OC(C(=O)N2CC3C(C2)CNC3)=CC1,O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,5.87745,0.3923735528804152,4.72058460727016,0
GUUAJKBOCMZUJW-XQJVRFBCNA-N,9976826,3359,A,7.22185,pubchem,690391,9606,HTR3A,2102,"InChI=1/C23H24N2O3/c1-27-20-8-3-2-6-17(20)18-7-4-5-16-13-21(28-22(16)18)23(26)24-19-14-25-11-9-15(19)10-12-25/h2-8,13,15,19H,9-12,14H2,1H3,(H,24,26)/t19-/m0/s1/f/h24H",O=C(N[C@@H]1C2CCN(C1)CC2)C=3OC4=C(C3)C=CC=C4C=5C(OC)=CC=CC5,COc1ccccc1-c1cccc2cc(C(=O)N[C@H]3CN4CCC3CC4)oc12,7.22185,,0.0,0
GVXOUUHOWGMCHF-UHFFFAOYNA-N,11244122,15561,A,5.67428,pubchem,460741,10090,HTR3A,2102,"InChI=1/C19H20N4O/c1-2-4-14(5-3-1)15-12-17-18(20-13-15)21-19(24-17)23-11-10-22-8-6-16(23)7-9-22/h1-5,12-13,16H,6-11H2",O1C(N2C3CCN(CC3)CC2)=NC=4N=CC(=CC14)C5=CC=CC=C5,c1ccc(-c2cnc3nc(N4CCN5CCC4CC5)oc3c2)cc1,5.67428,,0.0,0
GXBMTEAMDOVNLO-TVSYJCFYNA-N,10355682,3359,A,5.82074,pubchem,780308,9606,HTR3A,2102,"InChI=1/C15H16N4O/c1-16-15-18(2)13(14(20)19(15)3)8-10-9-17-12-7-5-4-6-11(10)12/h4-9,17H,1-3H3/b13-8+,16-15-",O=C\1N(/C(/N(/C1=C/C=2C=3C(NC2)=CC=CC3)C)=N\C)C,C/N=C1\N(C)C(=O)/C(=C\c2c[nH]c3ccccc23)N1C,5.82074,,0.0,0
HAMAPMMCMQNNBY-UHFFFAOYNA-N,21864917,3359,A,7.251810000000001,pubchem,712522,9606,HTR3A,2102,"InChI=1/C17H20N2S/c1-14-6-8-15(9-7-14)20-17-5-3-2-4-16(17)19-12-10-18-11-13-19/h2-9,18H,10-13H2,1H3",S(C=1C(N2CCNCC2)=CC=CC1)C3=CC=C(C=C3)C,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1,7.251810000000001,,0.0,0
HAPCFLOUZRUZSM-LQFNOIFHNA-N,CHEMBL492395,79246,A,8.66,chembl20,523350,10116,HTR3A,2102,"InChI=1/C17H18FN5O2/c18-12-3-4-14-13(10-12)19-17(15-2-1-5-23(14)15)22-8-6-21(7-9-22)11-16(24)20-25/h1-5,10,25H,6-9,11H2,(H,20,24)/f/h24H",N1=C(C=2N(C=CC2)C3=C1C=C(C=C3)F)N4CCN(CC4)CC(=NO)O,ON=C(O)CN1CCN(c2nc3cc(F)ccc3n3cccc23)CC1,8.66,,0.0,0
HBDDFXLYKUDJNH-UHFFFAOYNA-N,46179771,15561,A,5.9431,pubchem,460741,10090,HTR3A,2102,"InChI=1/C18H25N5O/c1-2-8-22(9-3-1)16-5-4-15-17(19-16)20-18(24-15)23-13-12-21-10-6-14(23)7-11-21/h4-5,14H,1-3,6-13H2",O1C(N2C3CCN(CC3)CC2)=NC4=NC(N5CCCCC5)=CC=C14,c1cc2oc(N3CCN4CCC3CC4)nc2nc1N1CCCCC1,5.9431,,0.0,0
HBDLBTSITBUDIR-GOSISDBHNA-N,CHEMBL1945843,3359,A,8.96,chembl20,805907,9606,HTR3A,2102,"InChI=1/C23H26N4O2/c1-18-6-4-13-26(18)14-5-15-29-21-10-8-19(9-11-21)20-16-23(28)27(25-17-20)22-7-2-3-12-24-22/h2-3,7-12,16-18H,4-6,13-15H2,1H3/t18-/m1/s1",O(CCCN1[C@@H](CCC1)C)C2=CC=C(C=C2)C=3C=NN(C=4N=CC=CC4)C(C3)=O,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,8.88,0.1131370849898477,0.9009009009009016,0
HBDLBTSITBUDIR-SFHVURJKNA-N,CHEMBL1958328,3359,A,7.96,chembl20,805903,9606,HTR3A,2102,"InChI=1/C23H26N4O2/c1-18-6-4-13-26(18)14-5-15-29-21-10-8-19(9-11-21)20-16-23(28)27(25-17-20)22-7-2-3-12-24-22/h2-3,7-12,16-18H,4-6,13-15H2,1H3/t18-/m0/s1",C1(C=C(C=NN1C2=CC=CC=N2)C=3C=CC(=CC3)OCCCN4[C@H](CCC4)C)=O,C[C@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,7.75,0.2969848480983499,2.709677419354838,0
HCRXUFYSLPXCDW-LILDFLRNNA-N,715494,79246,A,7.95078,pubchem,375321,10116,HTR3A,2102,"InChI=1/C15H17N3O2/c19-15(20)11-17-7-9-18(10-8-17)14-6-5-12-3-1-2-4-13(12)16-14/h1-6H,7-11H2,(H,19,20)/f/h19H",O=C(O)CN1CCN(CC1)C=2N=C3C(=CC2)C=CC=C3,O=C(O)CN1CCN(c2ccc3ccccc3n2)CC1,7.95078,,0.0,0
HFOUMBDMIJJHCK-BEDMIXEBNA-N,45485619,3359,A,5.60206,pubchem,447476,9606,HTR3A,2102,"InChI=1/C24H32ClN3O4/c1-28(11-10-27-23(30)19-13-20(25)21(26)14-22(19)32-2)15-17-6-3-4-9-24(17,31)16-7-5-8-18(29)12-16/h5,7-8,12-14,17,29,31H,3-4,6,9-11,15,26H2,1-2H3,(H,27,30)/t17-,24+/m0/s1/f/h27H",ClC1=CC(C(=O)NCCN(C[C@H]2[C@@](O)(CCCC2)C=3C=C(O)C=CC3)C)=C(OC)C=C1N,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)C[C@@H]1CCCC[C@@]1(O)c1cccc(O)c1,5.60206,,0.0,0
HFOUMBDMIJJHCK-LELJVTLKNA-N,46906000,3359,A,5.55284,pubchem,447476,9606,HTR3A,2102,"InChI=1/C24H32ClN3O4/c1-28(11-10-27-23(30)19-13-20(25)21(26)14-22(19)32-2)15-17-6-3-4-9-24(17,31)16-7-5-8-18(29)12-16/h5,7-8,12-14,17,29,31H,3-4,6,9-11,15,26H2,1-2H3,(H,27,30)/f/h27H",ClC1=CC(C(=O)NCCN(CC2C(O)(CCCC2)C=3C=C(O)C=CC3)C)=C(OC)C=C1N,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)CC1CCCCC1(O)c1cccc(O)c1,5.55284,,0.0,0
HFOUMBDMIJJHCK-OCXOFTHYNA-N,CHEMBL569357,3359,A,5.51,chembl20,598654,9606,HTR3A,2102,"InChI=1/C24H32ClN3O4/c1-28(11-10-27-23(30)19-13-20(25)21(26)14-22(19)32-2)15-17-6-3-4-9-24(17,31)16-7-5-8-18(29)12-16/h5,7-8,12-14,17,29,31H,3-4,6,9-11,15,26H2,1-2H3,(H,27,30)/t17-,24+/m1/s1/f/h27H",C1CCC[C@@H]([C@]1(C2=CC=CC(=C2)O)O)CN(CCNC(C3=C(C=C(C(=C3)Cl)N)OC)=O)C,COc1cc(N)c(Cl)cc1C(=O)NCCN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O)c1,5.51,,0.0,0
HGRHWEAUHXYNNP-UHFFFAOYNA-N,CHEMBL2391541,3359,A,5.0,chembl20,965131,9606,HTR3A,2102,"InChI=1/C17H22N2O/c1-4-9-19(10-5-2)11-8-14-13-18-17-7-6-15(20-3)12-16(14)17/h4-7,12-13,18H,1-2,8-11H2,3H3",C=1(C=CC2=C(C1)C(=CN2)CCN(CC=C)CC=C)OC,C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,5.0,,0.0,0
HHKROCCRVVBZNW-JMSNTWBFNA-N,24178523,3359,A,9.22185,pubchem,526452,9606,HTR3A,2102,"InChI=1/C23H32N4O3/c1-14-12-29-13-15(2)27(14)23-25-21-19(8-5-9-20(21)30-23)22(28)24-16-10-17-6-4-7-18(11-16)26(17)3/h5,8-9,14-18H,4,6-7,10-13H2,1-3H3,(H,24,28)/t14-,15-,16?,17-,18+/m0/s1/f/h24H",O=C(NC1C[C@@H]2N([C@H](C1)CCC2)C)C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)C,C[C@H]1COC[C@H](C)N1c1nc2c(C(=O)NC3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,9.22185,,0.0,0
HHKROCCRVVBZNW-OIKAGBJDNA-N,CHEMBL3084769,3359,A,9.22,chembl20,674333,9606,HTR3A,2102,"InChI=1/C23H32N4O3/c1-14-12-29-13-15(2)27(14)23-25-21-19(8-5-9-20(21)30-23)22(28)24-16-10-17-6-4-7-18(11-16)26(17)3/h5,8-9,14-18H,4,6-7,10-13H2,1-3H3,(H,24,28)/t14-,15-,16-,17-,18+/m0/s1/f/h24H",[C@H]12N(C)[C@H](CCC1)C[C@H](C2)NC(C3=C4N=C(OC4=CC=C3)N5[C@H](COC[C@@H]5C)C)=O,C[C@H]1COC[C@H](C)N1c1nc2c(C(=O)N[C@H]3C[C@@H]4CCC[C@H](C3)N4C)cccc2o1,9.22,,0.0,0
HIWIXUJADKOVEP-UHFFFAOYNA-N,CHEMBL597843,15561,A,6.24,chembl20,611799,10090,HTR3A,2102,"InChI=1/C13H16N4O/c1-2-11-12(14-5-1)15-13(18-11)17-9-8-16-6-3-10(17)4-7-16/h1-2,5,10H,3-4,6-9H2",C12CCN(CC1)CCN2C3=NC=4C(O3)=CC=CN4,c1cnc2nc(N3CCN4CCC3CC4)oc2c1,6.24,0.0,0.0,0
HKFMQJUJWSFOLY-OAQYLSRUNA-N,CHEMBL220808,3359,A,8.22,chembl20,462123,9606,HTR3A,2102,"InChI=1/C22H21FN2O/c23-20-8-5-17(6-9-20)19-11-16(12-24-14-19)13-25-15-21-10-7-18-3-1-2-4-22(18)26-21/h1-6,8-9,11-12,14,21,25H,7,10,13,15H2/t21-/m1/s1",C1=CC=C2O[C@H](CCC2=C1)CNCC3=CC(=CN=C3)C4=CC=C(C=C4)F,Fc1ccc(-c2cncc(CNC[C@H]3CCc4ccccc4O3)c2)cc1,8.22,,0.0,0
HKGCNQMLKXHLLZ-UHFFFAOYNA-N,CHEMBL608726,15561,A,5.47,chembl20,611799,10090,HTR3A,2102,"InChI=1/C14H18N4O/c1-10-8-12-13(15-9-10)16-14(19-12)18-7-6-17-4-2-11(18)3-5-17/h8-9,11H,2-7H2,1H3",C12CCN(CCN1C3=NC4=C(O3)C=C(C=N4)C)CC2,Cc1cnc2nc(N3CCN4CCC3CC4)oc2c1,5.47,,0.0,0
HKJSZEAARPYKSF-PWIKPTQSNA-N,CHEMBL2402901,3359,N,4.3,chembl20,971714,9606,HTR3A,2102,"InChI=1/C23H35N5O4/c1-15(2)21-25-19-7-5-6-18(20(19)26-21)22(30)24-12-16-8-10-28(11-9-16)14-17(29)13-27(3)23(31)32-4/h5-7,15-17,29H,8-14H2,1-4H3,(H,24,30)(H,25,26)/f/h24,26H",C=1C=C2C(=C(C1)C(NCC3CCN(CC3)CC(CN(C(=O)OC)C)O)=O)NC(=N2)C(C)C,COC(=O)N(C)CC(O)CN1CCC(CNC(=O)c2cccc3nc(C(C)C)[nH]c23)CC1,4.3,,0.0,0
HKZXJCJPMIJTDL-MZSATQPUNA-N,CHEMBL596758,3359,A,6.63,chembl20,612614,9606,HTR3A,2102,"InChI=1/C19H26N4O2/c1-22-13-5-4-6-14(22)10-12(9-13)20-19(24)18-16-8-7-15(25-3)11-17(16)23(2)21-18/h7-8,11-14H,4-6,9-10H2,1-3H3,(H,20,24)/t13-,14-/m0/s1/f/h20H",C1=C(OC)C=C2C(=C1)C(=NN2C)C(NC3C[C@@H]4CCC[C@H](N4C)C3)=O,COc1ccc2c(C(=O)NC3C[C@@H]4CCC[C@@H](C3)N4C)nn(C)c2c1,6.63,,0.0,0
HLMKBCUKQMBYDR-UHFFFAOYNA-N,CHEMBL1277280,3359,A,7.16,chembl20,684849,9606,HTR3A,2102,"InChI=1/C24H26N6OS/c25-30-23(31)19-7-2-4-9-21(19)27-24(30)32-17-5-12-28-13-15-29(16-14-28)22-11-10-18-6-1-3-8-20(18)26-22/h1-4,6-11H,5,12-17,25H2",N1=C(N(C(C2=CC=CC=C12)=O)N)SCCCN3CCN(CC3)C=4N=C5C=CC=CC5=CC4,Nn1c(SCCCN2CCN(c3ccc4ccccc4n3)CC2)nc2ccccc2c1=O,7.16,,0.0,0
HMQQYASRCXSQBR-FVXCAPTGNA-N,76313435,3359,A,7.131939999999999,pubchem,526452,9606,HTR3A,2102,"InChI=1/C23H24ClN3O2/c1-27-17-4-2-5-18(27)13-16(12-17)25-22(28)19-6-3-7-20-21(19)29-23(26-20)14-8-10-15(24)11-9-14/h3,6-11,16-18H,2,4-5,12-13H2,1H3,(H,25,28)/t16?,17-,18+/f/h25H",ClC=1C=CC(C=2OC3=C(C(=O)NC4C[C@@H]5N([C@H](C4)CCC5)C)C=CC=C3N2)=CC1,CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1cccc3nc(-c4ccc(Cl)cc4)oc13)C2,7.131939999999999,,0.0,0
HMQQYASRCXSQBR-GSQNISDMNA-N,CHEMBL3084759,3359,A,7.13,chembl20,674333,9606,HTR3A,2102,"InChI=1/C23H24ClN3O2/c1-27-17-4-2-5-18(27)13-16(12-17)25-22(28)19-6-3-7-20-21(19)29-23(26-20)14-8-10-15(24)11-9-14/h3,6-11,16-18H,2,4-5,12-13H2,1H3,(H,25,28)/t16-,17-,18+/f/h25H",[C@H]12N([C@H](CCC1)C[C@H](C2)NC(C3=C4OC(=NC4=CC=C3)C=5C=CC(=CC5)Cl)=O)C,CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1cccc3nc(-c4ccc(Cl)cc4)oc13)C2,7.13,,0.0,0
HNDAZSYDBSRFST-UHFFFAOYNA-N,CHEMBL123137,3359,A,8.33,chembl20,864726,9606,HTR3A,2102,"InChI=1/C13H16N4/c1-16-6-8-17(9-7-16)13-10-14-11-4-2-3-5-12(11)15-13/h2-5,10H,6-9H2,1H3",N1=C(N2CCN(CC2)C)C=NC=3C1=CC=CC3,CN1CCN(c2cnc3ccccc3n2)CC1,8.33,,0.0,0
HOMWNUXPSJQSSU-UHFFFAOYNA-N,CHEMBL288591,3359,A,9.34,chembl20,864726,9606,HTR3A,2102,"InChI=1/C14H17N3/c1-16-8-10-17(11-9-16)14-7-6-12-4-2-3-5-13(12)15-14/h2-7H,8-11H2,1H3",N1=C(N2CCN(CC2)C)C=CC=3C1=CC=CC3,CN1CCN(c2ccc3ccccc3n2)CC1,9.34,,0.0,0
HQYLURGLNKLOQJ-QLBOUFTONA-N,CHEMBL499536,3359,N,4.89,chembl20,851152,9606,HTR3A,2102,"InChI=1/C16H21FN2O2/c1-11(13-4-2-3-5-14(13)17)21-16(20)18-15-10-19-8-6-12(15)7-9-19/h2-5,11-12,15H,6-10H2,1H3,(H,18,20)/t11-,15+/m0/s1/f/h18H",C=1C(=C([C@@H](OC(N[C@H]2C3CCN(C2)CC3)=O)C)C=CC1)F,C[C@H](OC(=O)N[C@@H]1CN2CCC1CC2)c1ccccc1F,4.89,,0.0,0
HRBNJCZQEOOCBP-JJFURXLTNA-N,CHEMBL2402903,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,"InChI=1/C24H37N5O3S/c1-17(2)23-26-21-6-4-5-20(22(21)27-23)24(30)25-15-18-7-11-28(12-8-18)16-19-9-13-29(14-10-19)33(3,31)32/h4-6,17-19H,7-16H2,1-3H3,(H,25,30)(H,26,27)/f/h25,27H",S(=O)(=O)(N1CCC(CN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C,CC(C)c1nc2cccc(C(=O)NCC3CCN(CC4CCN(S(C)(=O)=O)CC4)CC3)c2[nH]1,4.0,,0.0,0
HSWHSJUFDDMBTI-XBXBPLPCNA-N,CHEMBL1086333,3359,A,5.11,chembl20,634700,9606,HTR3A,2102,"InChI=1/C23H31N3O2/c1-28-22-10-4-3-9-21(22)19-11-13-20(14-12-19)25-23(27)24-15-5-8-18-26-16-6-2-7-17-26/h3-4,9-14H,2,5-8,15-18H2,1H3,(H2,24,25,27)/f/h24-25H",C=1C=C(C=CC1NC(NCCCCN2CCCCC2)=O)C3=CC=CC=C3OC,COc1ccccc1-c1ccc(NC(=O)NCCCCN2CCCCC2)cc1,5.11,,0.0,0
HTBCXNBZJPZOBH-DIHYWRQONA-N,CHEMBL2179862,3359,N,4.81,chembl20,877365,9606,HTR3A,2102,"InChI=1/C23H24N4O/c28-23(20-13-18-5-1-2-6-19(18)15-25-20)26-22-17-7-10-27(11-8-17)21(22)12-16-4-3-9-24-14-16/h1-6,9,13-15,17,21-22H,7-8,10-12H2,(H,26,28)/t21-,22+/m0/s1/f/h26H",C1CN2[C@H]([C@@H](C1CC2)NC(=O)C3=NC=C4C(=C3)C=CC=C4)CC=5C=CC=NC5,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2cn1,4.81,,0.0,0
HXAMYUTYZROIIP-JJFURXLTNA-N,CHEMBL2402897,3359,N,4.0,chembl20,971714,9606,HTR3A,2102,"InChI=1/C24H38N6O3S/c1-18(2)23-26-21-6-4-5-20(22(21)27-23)24(31)25-17-19-7-9-28(10-8-19)11-12-29-13-15-30(16-14-29)34(3,32)33/h4-6,18-19H,7-17H2,1-3H3,(H,25,31)(H,26,27)/f/h25,27H",S(=O)(=O)(N1CCN(CCN2CCC(CNC(C3=C4C(=CC=C3)N=C(N4)C(C)C)=O)CC2)CC1)C,CC(C)c1nc2cccc(C(=O)NCC3CCN(CCN4CCN(S(C)(=O)=O)CC4)CC3)c2[nH]1,4.0,,0.0,0
IATGNHOMUXVGCQ-QNMPHTIANA-N,CHEMBL1272232,3359,A,8.33,chembl20,674333,9606,HTR3A,2102,"InChI=1/C15H17ClN4O2/c16-9-5-10(13-12(6-9)22-15(17)19-13)14(21)18-11-7-20-3-1-8(11)2-4-20/h5-6,8,11H,1-4,7H2,(H2,17,19)(H,18,21)/t11-/m1/s1/f/h18H,17H2",C1C2[C@@H](CN(C1)CC2)NC(C3=C4C(=CC(=C3)Cl)OC(=N4)N)=O,Nc1nc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc2o1,8.33,,0.0,0
IBPWGZKZWJYGLA-SREBMQDQNA-N,CHEMBL15056,3359,A,9.48,chembl20,462123,9606,HTR3A,2102,"InChI=1/C29H37N3O/c1-6-19-32(20-7-1)21-8-22-33-24-15-13-23(14-16-24)17-18-30-29-25-9-2-4-11-27(25)31-28-12-5-3-10-26(28)29/h2,4,9,11,13-16H,1,3,5-8,10,12,17-22H2,(H,30,31)/f/h30H",C=1(C2=C(CCCC2)N=C3C1C=CC=C3)NCCC4=CC=C(C=C4)OCCCN5CCCCC5,c1ccc2c(NCCc3ccc(OCCCN4CCCCC4)cc3)c3c(nc2c1)CCCC3,9.48,,0.0,0
IFZNYQPTDBKBSE-UHFFFAOYNA-N,CHEMBL2204357,3359,A,7.54,chembl20,880265,9606,HTR3A,2102,"InChI=1/C18H22N2S/c1-14-6-5-9-17(15(14)2)21-18-8-4-3-7-16(18)20-12-10-19-11-13-20/h3-9,19H,10-13H2,1-2H3",N1(CCNCC1)C=2C(=CC=CC2)SC=3C(=C(C=CC3)C)C,Cc1cccc(Sc2ccccc2N2CCNCC2)c1C,7.54,,0.0,0
