,Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
324,HJKLOGARPBXZTP-UHFFFAOYNA-N,CHEMBL1779058,3269,A,5.62,chembl20,884323,9606,HRH1,2055,C12C3C4C5C(C1C6C2C4CC56)(O)N3CCCC(C=7C=CC(=CC7)F)=O
325,HJNGVQMITVXZEN-HNNXBMFYNA-N,CHEMBL1669408,3269,A,7.89,chembl20,718096,9606,HRH1,2055,C1=CC=C2C([C@H](C3=CN=CC=N3)C)=C(CC2=C1)CCN(C)CCF
326,HDDLHPPRMNRBQB-LBOYIXSDNA-N,CHEMBL1277769,3269,A,7.3,chembl20,685205,9606,HRH1,2055,C12(C3=C(C=CC=C3)CC4=C(C1)C=CC=C4)CCC(C2)N5CCC(CC5)(C(O)=O)C
327,HDOZVRUNCMBHFH-UHFFFAOYNA-N,CHEMBL285802,3269,A,9.21,chembl20,84429,9606,HRH1,2055,C1=C(C=2C=C(C=CC2SC3=C1C=CC=C3)Cl)OCCN(C)C
328,HDRIBIYPLKZUDQ-UHFFFAOYNA-N,CHEMBL237087,3269,A,5.0,chembl20,587796,9606,HRH1,2055,C=1C(=CC(=CC1)CN2CCOCC2)C#CCCN3CCCCC3
329,INKZIWWVJYBNOA-KMRUDUCGNA-N,CHEMBL1923523,3269,A,6.37,chembl20,790127,9606,HRH1,2055,N1C=2N(C3=C(C=CC=C3)N2)C(C4=CC=CC=C4)N=C1N
330,INULYJUFVOFQOR-FQEVSTJZNA-N,CHEMBL101691,3269,A,5.04,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC=2C=CC(C(C3CC3)=O)=CC2)CC1)(=O)(=O)C4=CC=CC=C4
331,IOCXEAYYBZJHHK-UHFFFAOYNA-N,CHEMBL3094214,3269,A,6.0,chembl20,1280381,9606,HRH1,2055,C1CCN(CC1)CCCOC2=CC=C3C(=C2)CCN(CC3)C4=CC=CC=C4
332,IJFPVAYNHAMKAK-SFHVURJKNA-N,CHEMBL1669424,3269,A,7.86,chembl20,718096,9606,HRH1,2055,C1=CC=C2C([C@H](C3=CN=CC=N3)C)=C(CC2=C1)CCN(C)CC=4N=CC=CC4
333,IJKYJDDNDXAREJ-UHFFFAOYNA-N,CHEMBL138458,3269,A,5.1,chembl20,84868,9606,HRH1,2055,C12(OC(OC)CC3=C1C=CC=C3)CCN(CC2)CCCC4=CC=CC=C4
334,IJMPFBJUROFOGZ-NVXWUHKLNA-N,CHEMBL264418,3269,A,8.0,chembl20,477352,9606,HRH1,2055,O1[C@@H]([C@@H](C2=CC=CC=C2)OC=3C(=C(C=CC3)F)F)CNCC1
335,IJQSFAYWVZPICY-UHFFFAOYNA-N,44126325,3269,A,7.180460000000001,pubchem,452262,9606,HRH1,2055,O(C1=CC=C(CCN2C3=C(CN(CC3)C)C4=C2C=CC(=C4)C)C=C1)C
336,IGLADUDHPDHSRD-LELJVTLKNA-N,CHEMBL2171038,3269,A,7.3,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=C(C3)Cl)Cl)CC2)CC1)=O)C4=C(C=CC=C4)C
337,IGUBZXXWVQQSPY-GOSISDBHNA-N,CHEMBL1935441,3269,A,9.0,chembl20,796225,9606,HRH1,2055,C1=CC=C2N(CC3=CC=C(C=C3)C)C([C@H]4CNCCO4)=NC2=C1
338,IGXXJZSHANKJAD-LELJVTLKNA-N,CHEMBL2171048,3269,A,7.6,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=CC3C)Cl)CC2)CC1)=O)C4=CC=C(C=C4)C
339,IGYNNXYCDMNULT-QZIFXXCINA-N,CHEMBL2207658,3269,A,7.8,chembl20,884700,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(C=3C(=NNC3)C(F)(F)F)=O)O)Cl)Cl
340,IGYNNXYCDMNULT-SUHZIPMCNA-N,59296111,3269,A,7.79997,pubchem,716957,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C(NN=C3)C(F)(F)F)C=CC1Cl
341,IIRIKFXWBJTDCC-LBOYIXSDNA-N,CHEMBL1222692,3269,A,7.2,chembl20,651968,9606,HRH1,2055,C=1C=C2C=C(N3CCN(CC3)C4CCC(CC4)C(=O)O)C=5N(CC2=CC1)C=CN5
342,IKBGPCPPFWCFRO-NWYWQBKTNA-N,CHEMBL2207279,3269,A,7.9,chembl20,884700,9606,HRH1,2055,C1=C(C=CC(=C1C)OC2CCN(CC2)C[C@@H](CNC(C3=C4C(=C(N=C3)O)C=C(C=C4)F)=O)O)Cl
343,IKHRYIGPRIAKFA-UHFFFAOYNA-N,CHEMBL255566,3269,A,6.0,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(=C(C6=C(C5)N=C(O6)C(C)(C)C)Br)CC4)=NN3)C)C=CC(C)=N2
344,IKNJHFAJDYZLNM-KRWDZBQONA-N,71452601,3269,A,9.50031,pubchem,719511,9606,HRH1,2055,ClC=1C=C(OC2CCN(CC2)CC[C@H](O)COC=3C=C(C=CC3)C#N)C=CC1Cl
345,ILAPINSYTQOSTH-UHFFFAOYNA-N,CHEMBL257525,3269,A,5.7,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCC(N4CCC=5C(=C(C6=C(C5)N=C(O6)C(F)(F)F)C)CC4)C)=NN3)C)C=CC(C)=N2
346,GZUNLKUPHLSRKX-UHFFFAOYNA-N,CHEMBL1910382,3269,A,7.0,chembl20,775917,9606,HRH1,2055,C(=O)(N1CCN(CC1)CCN(C)CCN(C2=CC=CC=N2)CC=3C=CC(=CC3)OC)C=4NC5=CC=C(C=C5C4)Cl
347,GUUFVYCRQBZPLO-XLJXAGCCNA-N,12992629,3269,A,7.30103,pubchem,238825,9606,HRH1,2055,ClC1=CC2=C(C(=C3CCN(CC3)CCCCOC4=CC=C(C=C4)C#CCCN(O)C(=O)N)C5=NC=CC=C5CC2)C=C1
348,GUYGSIXDIXLGLA-CSKMVECVNA-N,54586252,3269,A,6.59346,pubchem,595800,9606,HRH1,2055,O1C2=C(N(CCCN3CCN(CC3)C=4N(C(=O)N(C(=O)C4)C)C)C=5C(C1)=CC=CC5)C=C(C=C2)CC(=O)O
349,GVDNUYAKHMLSKZ-YHMJCDSINA-N,CHEMBL345185,3269,A,5.7,chembl20,84547,9606,HRH1,2055,N1=CNC=C1CCCCCCCCCN
350,GVGOZYJHWUIVHV-BTXAGOHHNA-N,CHEMBL1096431,3269,A,7.18,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@H](C)C2CCCCC2)=O)N=C1
351,GVGOZYJHWUIVHV-DGOUWDGONA-N,46887042,3269,A,7.049980000000001,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@H](C2CCCCC2)C
352,GVGOZYJHWUIVHV-HRWKMIKQNA-N,46887043,3269,A,7.18,pubchem,478884,9606,HRH1,2055,O=C(N/C(=N/CCCC=1NC=NC1)/N)C[C@@H](C2CCCCC2)C
353,GVGOZYJHWUIVHV-ZTWHWBLCNA-N,CHEMBL1096430,3269,A,7.05,chembl20,629747,9606,HRH1,2055,N1C=C(CCCNC(N)=NC(C[C@@H](C)C2CCCCC2)=O)N=C1
354,GUGOEEXESWIERI-UHFFFAOYNA-N,CHEMBL17157,3269,A,8.59,chembl20,774767,9606,HRH1,2055,C(C1CCN(CC1)CCCC(C=2C=CC(C(C)(C)C)=CC2)O)(C3=CC=CC=C3)(C=4C=CC=CC4)O
355,GUNAZEDORZMWRN-LBPRGKRZNA-N,CHEMBL1091782,3269,A,8.34,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C1)SC(CCN(C)C)=C2[C@H](C=3N=CSC3)C
356,GUOQPFNLBAXWIZ-UHFFFAOYNA-N,3069135,3269,A,7.20135,pubchem,640310,9606,HRH1,2055,FC1=CC=C(OCCCN2CCN(CC2)C3=CC=CC=C3)C=C1
357,GSUXFSXZSCBDQK-LBOYIXSDNA-N,CHEMBL1277491,3269,A,6.7,chembl20,685205,9606,HRH1,2055,C12(C3=C(SC=4C(C1=O)=CC(=CC4)F)C=CC=C3)CCC(C2)N5CCC(CC5)C(=O)O
358,HAJIPROMBKTILW-LQFNOIFHNA-N,CHEMBL257536,3269,A,5.7,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C=C5C(=CC4CC3)OCC(N5)=O)=NN2)C
359,GWSJPOPJXLJSLF-JAFMVTPMNA-N,46882664,3269,A,5.99439,pubchem,470737,9606,HRH1,2055,ClC=1C=C2N=C(OC2=CC1S(=O)(=O)N)NC3CCN(CC3)CC4=CC(OCC)=C(OC)C=C4
360,GWVFJNPANMKQSY-AWDGJUBXNA-N,59295968,3269,A,8.60033,pubchem,716957,9606,HRH1,2055,ClC1=CC(=C(OC2CCN(CC2)C[C@H](O)CNC(=O)C3=C4C(=C(O)N=C3)C(F)=CC=C4)C=C1)C
361,GXDALQBWZGODGZ-SREBMQDQNA-N,CHEMBL296419,3269,A,8.79,chembl20,774767,9606,HRH1,2055,C=1C=C2N(C(=NC2=CC1)NC3CCN(CC3)CCC4=CC=C(C=C4)OC)CC=5C=CC(F)=CC5
362,GXZWKZAOGQRNTL-UHFFFAOYNA-N,56944383,3269,A,7.16115,pubchem,1152691,9606,HRH1,2055,S(=O)(=O)(NCCCCN1CCC(CC1)C2=NOC=3C2=CC=C(F)C3)C=4SC=5C(C4)=CC=CC5
363,GYNAMDMVOYKWLO-UHFFFAOYNA-N,CHEMBL11136,24448,A,6.37,chembl20,84703,10116,HRH1,2055,C1(C=2N=CC(=CC2CCC3=C1C=CC(Cl)=C3)OC)=C4CCN(CC4)C(=O)C
364,JHJPBZPNRYMQKP-KAJQQXJCNA-N,CHEMBL2158821,3269,A,7.0,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@H](C4=CC=CC=C4)C(=O)O)Cl)Cl
365,JHJPBZPNRYMQKP-KNIDNKHDNA-N,CHEMBL2158820,3269,A,7.6,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](C4=CC=CC=C4)C(=O)O)Cl)Cl
366,JHJPBZPNRYMQKP-SREBMQDQNA-N,CHEMBL2158819,3269,A,7.3,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)C(C4=CC=CC=C4)C(=O)O)Cl)Cl
367,JHOJSIPGICNRRG-KPSZGOFPNA-N,CHEMBL124466,24448,A,6.54,chembl20,84706,10116,HRH1,2055,C/1(\C2=C(C=C(C=C2)Cl)CCC3=C1N=CC=C3)=C\CCN(C(=O)C)C
368,JHOJSIPGICNRRG-SWNXQHNENA-N,CHEMBL141432,24448,A,6.07,chembl20,84706,10116,HRH1,2055,C/1(\C2=C(C=C(C=C2)Cl)CCC3=C1N=CC=C3)=C/CCN(C(=O)C)C
369,JGOAIQNSOGZNBX-UHFFFAOYNA-N,CHEMBL353846,24448,N,4.77,chembl20,858531,10116,HRH1,2055,C(C(C1=CC=CC=C1)C=2C=CC=CC2)(=O)OCCN(CC)CC
370,JGOAIQNSOGZNBX-UHFFFAOYNA-N,CHEMBL353846,3269,N,3.95,chembl20,858530,9606,HRH1,2055,C(C(C1=CC=CC=C1)C=2C=CC=CC2)(=O)OCCN(CC)CC
371,JGRFHTWWWXEAHZ-QFIPXVFZNA-N,CHEMBL102925,3269,A,5.64,chembl20,84425,9606,HRH1,2055,S(N[C@@H]1CN(CCCOC=2C=CC(C(C3CC3)=O)=CC2)CC1)(C4=CC=C(C=C4)CC)(=O)=O
372,JCCIEQKRVYXDHE-UHFFFAOYNA-N,CHEMBL272899,3269,A,6.51,chembl20,909316,9606,HRH1,2055,C1=C(C=C2C(=C1)N(CCN3CCCCCC3)C(S2)=O)CCC
373,JCCNYMKQOSZNPW-UHFFFAOYNA-N,CHEMBL998,24448,A,6.46,chembl20,84706,10116,HRH1,2055,C1CC=2C=C(Cl)C=CC2C(=C3CCN(CC3)C(OCC)=O)C4=NC=CC=C41
374,JCCNYMKQOSZNPW-UHFFFAOYNA-N,CHEMBL998,3269,A,7.7,chembl20,774767,9606,HRH1,2055,C1CC=2C=C(Cl)C=CC2C(=C3CCN(CC3)C(OCC)=O)C4=NC=CC=C41
375,JCHIUKROMYHWKE-UHFFFAOYNA-N,45485529,3269,A,7.19382,pubchem,448777,9606,HRH1,2055,OC(C1CCN(CC1)CCC2=CC=C(C=C2)C)(C3=CC=CC=C3)C4=CC=CC=C4
376,JCSAJCBJJWFNIO-BIEYTDBTNA-N,CHEMBL567791,3269,A,6.1,chembl20,594567,9606,HRH1,2055,C1=C(N(C)C)N=C(N=C1C)N[C@H]2CC[C@H](CC2)NC(C=3C=CC(=CC3)Cl)=O
377,JCSAJCBJJWFNIO-DVIAZDKANA-N,23027245,3269,A,6.09691,pubchem,443389,9606,HRH1,2055,ClC=1C=CC(C(=O)NC2CCC(NC3=NC(N(C)C)=CC(=N3)C)CC2)=CC1
378,JCUBTYXXBDFOHF-UHFFFAOYNA-N,CHEMBL256651,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1(C=2N(C)C(=NN2)SCCCN3CCC=4C(CC3)=CC5=C(OC(=N5)CC)C4)=CC(=C(C=C1)F)F
379,JFLBTRDHDHTNGX-UHFFFAOYNA-N,CHEMBL367045,24448,A,8.57,chembl20,84716,10116,HRH1,2055,C1(=CN2C(=CC=C2)SC=3C1=CC=CC3)N4CCN(CC4)C
380,JGHINESLHSSDOZ-UHFFFAOYNA-N,CHEMBL366388,24448,A,7.38,chembl20,84717,10116,HRH1,2055,N1(C2C3=C(C=CC=C3)CCC2)CCN(CC1)CCCC(C4=CC=C(C=C4)F)=O
381,JGJNEIOIBJGSFV-UHFFFAOYNA-N,44126270,3269,A,6.98297,pubchem,452262,9606,HRH1,2055,O(C1=CC=2C3=C(N(C2C=C1)CCC4=CC=CC=C4)CCN(C3)C)C
382,JCYAYKQSZYSTGG-UHFFFAOYNA-N,CHEMBL415985,24448,A,7.7,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCN3CCC(CC3)C4=CC=CC=C4)C)=O
383,JEJWQCTZDAJWOX-LBOYIXSDNA-N,CHEMBL1455766,3269,A,6.0,chembl20,1352899,9606,HRH1,2055,S(=O)(=O)(NCC=1C=CC(C(=O)NCCN(CC2=CC=CC=C2)C(C)C)=CC1)C3=CC=C(C=C3)C
384,HLXZPGHNFUSVMT-MXYOMBERNA-N,CHEMBL2158782,3269,A,7.0,chembl20,856370,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)CC3CCN(CC3)[C@@H](CC4=CC=C(C=C4)F)C(=O)O)Cl)C
385,IIVFRUJVDGTOEB-UHFFFAOYNA-N,CHEMBL1669414,3269,A,7.31,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN4CC(C4)F
386,IXZDLPYKIIELLK-NDKGDYFDNA-N,CHEMBL90063,3269,A,5.5,chembl20,84547,9606,HRH1,2055,N1=CNC=C1CCCCCCCCN
387,IYAJUPFWKMPDJJ-LELJVTLKNA-N,CHEMBL1277679,3269,A,7.3,chembl20,685205,9606,HRH1,2055,C12(C3=C(C=CC=C3)CC4=C(C1)C=CC=C4)CCC(C2)N5CCC(CC5)(C(O)=O)O
388,IYDOAHOHMRQFTJ-QWAKEFERNA-N,52944115,3269,A,8.40012,pubchem,537324,9606,HRH1,2055,N(C1C[C@]2(CC1)CC=3C(CC=4C2=CC=CC4)=CC=CC3)(C)C
389,IYGHJULMISLCJX-UHFFFAOYNA-N,CHEMBL327497,3269,A,8.18,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CC=3C=CC(=CC3)F)C(C4CCN(CC4)CCC5(CN(C(=O)C=6C=CC=CC6)CC5)C7=CC(OC)=C(C=C7)OC)=O
390,IVVSQFRLZUQKBC-UHFFFAOYNA-N,CHEMBL1088882,3269,A,7.92,chembl20,625162,9606,HRH1,2055,C1=CC=C2C(=C1)CC(=C2CC3=CN=CC(=N3)C)CCN(C)C
391,IVYOUGABIOQHND-CSKMVECVNA-N,CHEMBL563520,3269,A,7.34,chembl20,577960,9606,HRH1,2055,N1(C)C(=O)N(C)C(CC1=O)=NCCCN2CCC(CC2)CN3C4=C(SC5=C3C=C(C=C5)C(=O)O)C=CC=C4
392,IWEWIZBBORJKBV-UHFFFAOYNA-N,CHEMBL589148,3269,A,7.4,chembl20,603320,9606,HRH1,2055,N1(CCC2=CC=CC=C2)C=3C=CC(F)=CC3C=4CN(CCC41)C
393,JAUOIFJMECXRGI-UHFFFAOYNA-N,124087,3269,A,9.01323,pubchem,238825,9606,HRH1,2055,ClC1=CC2=C(C(=C3CCNCC3)C4=NC=CC=C4CC2)C=C1
394,JAWGTZDKZCZPKP-LELJVTLKNA-N,CHEMBL1222694,3269,A,7.3,chembl20,651968,9606,HRH1,2055,C1=CC=C2CN3C=C(N=C3C(=CC2=C1)N4CCN(CC4)CC(C(O)=O)(C)C)C
395,JAXLDMXXLBSGOC-UHFFFAOYNA-N,CHEMBL152122,3269,A,5.9,chembl20,84547,9606,HRH1,2055,N=1C=C(CCCCCCCCCCCCN)C=CC1
396,IVPBWXCQFBOUNC-UHFFFAOYNA-N,CHEMBL280063,24448,A,8.0,chembl20,84709,10116,HRH1,2055,C1(N(C=2C=CC(=CC2S1)CCN3CCN(CC3)CC4=C(C=C(C=C4)Cl)Cl)C)=O
397,HVNPGDRVEITEIV-UHFFFAOYNA-N,CHEMBL344942,24448,A,6.14,chembl20,84706,10116,HRH1,2055,C1(C2=C(C=C(C=C2)F)CCC3=C1N=CC=C3)=C4CCN(CC4)C(=O)C
398,JVPBPESGJIUWIZ-UHFFFAOYNA-N,CHEMBL591803,3269,A,7.46,chembl20,603320,9606,HRH1,2055,N1(CCC2=CC=C(C=C2)C(F)(F)F)C=3C=CC(F)=CC3C4=C1CCN(C4)C
399,JWVSNNPXFZNTNU-IPQJKCJWNA-N,CHEMBL320174,3269,N,4.22,chembl20,84425,9606,HRH1,2055,C(N[C@H](C(N[C@@H]1CN(CCCOC2=CC=C(C(=O)C)C=C2)CC1)=O)C)(OC(C)(C)C)=O
400,JWVSNNPXFZNTNU-YRJBNADSNA-N,CHEMBL103828,3269,N,4.25,chembl20,84425,9606,HRH1,2055,C(N[C@@H](C(N[C@@H]1CN(CCCOC2=CC=C(C(=O)C)C=C2)CC1)=O)C)(OC(C)(C)C)=O
401,JWYUBODPEUBFLH-FSTMKDAKNA-N,CHEMBL91157,3269,A,6.95,chembl20,303340,9606,HRH1,2055,C12=NO[C@H]([C@@H]1COC=3C2=CC(=C(OC)C3)OC)CN4CCN(CC4)C/C(=C/C=5C=CC=CC5)/C
402,JPDUMUHTXIBGHJ-OTZPAZLNNA-N,CHEMBL2207286,3269,A,7.9,chembl20,884700,9606,HRH1,2055,C1(=C(C=CC(=C1)OC2CCN(CC2)C[C@@H](CNC(C3=C4C(=C(N=C3)O)C=C(C=C4)S(N(C)C)(=O)=O)=O)O)Cl)Cl
403,JSPIFTWKMOPKHZ-WGZAFAOONA-N,CHEMBL323517,3269,N,4.43,chembl20,84425,9606,HRH1,2055,C=1(N=C(C2=CN=CC=C2)SC1)C(N[C@@H]3CN(CCCOC4=CC=C(C(C5CC5)=O)C=C4)CC3)=O
404,JTCQOAITNDJYSA-IEBWSBKVNA-N,CHEMBL258930,3269,A,8.0,chembl20,477352,9606,HRH1,2055,O1[C@@H]([C@@H](C2=CC=CC=C2)OC=3C4=C(C=CC3)CCO4)CNCC1
405,JTQJEHINJIGHDA-UHFFFAOYNA-N,CHEMBL1090197,3269,A,8.11,chembl20,625162,9606,HRH1,2055,C1=CC=C2C(=C1)CC(CCN(C)C)C2=CC=3C=CC=NN3
406,JQEQULOLEPTBRS-SREBMQDQNA-N,CHEMBL271066,3269,A,6.8,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCN4CCC=5C(CC4)=CC=6OCC(NC6C5)=O)=NN3)C)C=CC(=N2)C
407,JURMKPGGUGOQIP-UHFFFAOYNA-N,CHEMBL255417,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCC(N4CCC=5C(CC4)=C(C6=C(C5)N=C(O6)CC)Br)C)=NN3)C)C=CC(C)=N2
408,JUWUZLUBIRHYMM-LBPRGKRZNA-N,CHEMBL2203551,3269,A,5.09,chembl20,880424,9606,HRH1,2055,C(OC1=NOC(=C1)COC2=CC=CC=C2)[C@@H]3CCCN3
409,JVCJWEYSNNCGKX-MPIMZMORNA-N,CHEMBL236610,3269,A,6.58,chembl20,621600,9606,HRH1,2055,C1=CC=C2N=C(OC2=C1)NC3CCN(CC3)CC4=CC=C(C(=C4)OCC)Cl
410,JQVYPXIHEOFUGD-UHFFFAOYNA-N,CHEMBL270852,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C1=CC=C2C(=C1C=3N(C(SCCCCN4CCC5=CC6=C(C=C5CC4)CN(C6=O)C(C)C)=NN3)C)C=CC(=N2)C
411,JNTWHFOMVSHHKK-UHFFFAOYNA-N,CHEMBL255567,3269,A,5.6,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)SC(=N5)CC)CC3)=NN2)C
412,JNUCCWMHZZUFKE-UHFFFAOYNA-N,CHEMBL590241,3269,A,6.62,chembl20,612232,9606,HRH1,2055,C1=CC=C2CC3=C(C=CC=C3)C(CNCCC4=CC=CC=C4)C2=C1
413,JJCFRYNCJDLXIK-UHFFFAOYNA-N,CHEMBL516,3269,A,9.37,chembl20,774767,9606,HRH1,2055,C1(C2=C(C=CC=3C1=CC=CC3)C=CC=C2)=C4CCN(CC4)C
414,HMWYNGSUVFCIHB-UHFFFAOYNA-N,10399921,3269,A,8.52288,pubchem,454690,9606,HRH1,2055,N(CCCC1C=2C(CC=3C1=CC=CC3)=CC=CC2)C
415,HMXYGNGUTHIEDM-SEXMWPKENA-N,90667251,3269,N,,pubchem,1122375,9606,HRH1,2055,S(CCCN/C(/NC#N)=N/C)C=1N=C(NN1)N
416,HNJJXZKZRAWDPF-UHFFFAOYNA-N,CHEMBL1411979,3269,A,8.74,chembl20,774767,9606,HRH1,2055,S1C(CN(C2=NC=CC=C2)CCN(C)C)=CC=C1
417,HNLNXYUSMGCHFW-UHFFFAOYNA-N,CHEMBL1767157,3269,A,7.2,chembl20,741663,9606,HRH1,2055,C=1C=C(CC2=NN(CCC3N(CCC3)C)C(C=4C2=CC=CC4)=O)C=CC1Cl
418,HPVUAGMZZRSSHI-UHFFFAOYNA-N,CHEMBL1092651,3269,A,9.1,chembl20,625162,9606,HRH1,2055,C1(=CC=C2C(=C(CCN(C)C)CC2=C1)CC3=C(N=CC=N3)OC)F
419,HRHSURDPAJFNRA-UHFFFAOYNA-N,CHEMBL2207637,3269,A,5.59,chembl20,886464,9606,HRH1,2055,C1=CC=2C(=CC=C1)C(=CC2CN3CCN(CC3)C4=C(C=CC=C4)OC)CN(C)C
420,HRSYZRFBUGIVHN-MRXNPFEDNA-N,71458203,3269,A,9.50031,pubchem,687274,9606,HRH1,2055,ClC=1C=CC(CC2=NN(C[C@@H]3N(CCC3)C)C(=O)C=4C2=CN=CC4)=CC1
421,HRUTWQCXFHLYSD-UHFFFAOYNA-N,CHEMBL270227,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C=1C=CC2=C(C1C=3N(C(SCCCN4CCC=5C(=CC6=C(C5)N=C(O6)C(C(F)(F)F)(F)F)CC4)=NN3)C)C=CC(C)=N2
422,HOUUGSUKNBXWNT-CQSZACIVNA-N,CHEMBL1092813,3269,A,7.77,chembl20,624292,9606,HRH1,2055,C1=CC=C2C(=C(CCN(C)C)SC2=C1)[C@@H](C=3C=CC=NC3C)C
423,HOXVEGPFZJNLIG-UHFFFAOYNA-N,CHEMBL1669413,3269,A,8.55,chembl20,718096,9606,HRH1,2055,C1=CC=C2C(CC3=CN=CC=N3)=C(CC2=C1)CCN4CCCC4
424,HQZBFDAIHIKVRO-USDNQOIHNA-N,CHEMBL493677,3269,A,5.22,chembl20,538857,9606,HRH1,2055,C=1(C=C(C(NC[C@@H]2[C@@H](CN(CC2)CCC(C)(C)C)F)=O)C=C(Cl)C1)Cl
425,HRBGKICNPOCYPZ-UHFFFAOYNA-N,CHEMBL271844,3269,A,5.6,chembl20,465005,9606,HRH1,2055,C=1C=CC=2N=C(C=CC2C1C=3N(C(SCCCN4CCC=5C(CC4)=CC6=C(C5)OC=N6)=NN3)C)C
426,HKOAZVBUNRGWIO-UHFFFAOYNA-N,CHEMBL334127,24448,A,5.82,chembl20,84706,10116,HRH1,2055,C1(C2=C(CCC3=C1N=CC=C3)C=CC(=C2)Cl)=C4CCN(CC4)C(=O)C
427,HNSXISBJVADGBQ-UHFFFAOYNA-N,10339767,24448,A,5.22185,pubchem,87524,10116,HRH1,2055,S1C=2C=C(CCCCN3CCC(CC3)C4=CC=CC=C4)C=CC2N(C1=O)C
428,HILDNLJIJXAVHA-AWEZNQCLNA-N,CHEMBL563920,3269,A,9.05,chembl20,582981,9606,HRH1,2055,C1=CC=C2C(=C1)OC(=C2[C@H](C=3C=CC=CN3)C)CCN(C)C
429,GQWSXILTLUTBAJ-PGUFJCEWNA-N,CHEMBL1767167,3269,A,8.9,chembl20,741667,9606,HRH1,2055,C=1(C=CC(OCCCN2CCCCCC2)=CC1)CCCCCN3CCC[C@@H]3CN4N=C(CC=5C=CC(=CC5)Cl)C=6C(C4=O)=CC=CC6
430,GSQPHXFZLYFUQD-LBOYIXSDNA-N,CHEMBL2171041,3269,A,7.6,chembl20,862026,9606,HRH1,2055,O=S(=O)(NC(N1CCC(N2CCC(OC=3C=CC(=C(C3)Cl)Cl)CC2)CC1)=O)C4=C(C=CC=C4)N(C)C
431,GLXQEUGDWMYWCC-OMIFECLONA-N,9913604,3269,A,6.823910000000001,pubchem,254274,9606,HRH1,2055,ClC1=CC=C([C@H](N2CCN(CC2)CC=3OC(=CC3)C#CCCN(O)C(=O)N)C4=CC=CC=C4)C=C1
432,GMDILGHWZUFMEQ-UHFFFAOYNA-N,CHEMBL330462,3269,A,8.17,chembl20,84418,9606,HRH1,2055,C=1(N(C2=CC=CC=C2N1)CC=3C=CC(=CC3)F)C(C4CCN(CC4)CCC5(CN(C(C6=CC(OCC)=C(C(=C6)OCC)OCC)=O)CC5)C=7C=C(OC)C(=CC7)OC)=O
433,GNAFTHDBPJUMAT-UHFFFAOYNA-N,CHEMBL256471,3269,A,5.8,chembl20,465005,9606,HRH1,2055,O1C=NC(C)=C1C=2N(C(SCCCN3CCC=4C(=CC5=C(C4)N=C(S5)C)CC3)=NN2)C
434,GREREVYRUNFCTM-PKRZOPRNNA-N,CHEMBL1910380,3269,A,6.22,chembl20,775917,9606,HRH1,2055,C(=O)(N1CCN(CC1)CCN(C2=CC=CC=N2)CC=3C=CC(=CC3)OC)C=4NC5=CC=CC=C5N4
435,GRKYNTKPAFRLLZ-UHFFFAOYNA-N,20293994,3269,A,6.41341,pubchem,454690,9606,HRH1,2055,N(CCCC(C1=CC=CC=C1)C2=CC=CC=C2)C
